# ts	label	rss_anon_kb	cpu_s	load1	idle_cps	sys_mb	heap_alloc_mb	num_gc	goroutines
1790124147	warmup	388600	16.83	0.15	0.076	402.9	162.0	40	3640
1790124153	mux-tunnels-2-pre	388600	17.23	0.22	0.060	402.9	186.7	40	3823
1790124589	mux-tunnels-2-post	447580	64.99	0.43	0.068	513.6	321.6	139	5637
1790124625	mux-tunnels-2-settled	435844	67.50	0.38	0.036	513.9	190.3	143	5647
1790124727	mux-compose-T2xL2-pre	441988	73.67	0.67	0.050	513.9	234.5	150	5710
