# set	rows	fwd_pass	fwd_fail	fwd_info	dominant_fwd_leg	dominant_kind	rev_pass	rev_fail	rev_info	max_rev_fanout	flips	flip_rows
mux-legs-2	16	15	1	0	95839ad0	lowest-latency	5	0	11	2	1	16
mux-standby-32	20	8	0	12	95839ad0	lowest-latency	0	5	15	2	3	6,11,16
mux-tunnels-2	16	5	0	11	b414796d	direct	5	0	11	2	4	6,9,14,16
