# ts	label	rss_anon_kb	cpu_s	load1	idle_cps	sys_mb	heap_alloc_mb	num_gc	goroutines
1789679954	warmup	359400	8.02	0.14	0.060	357.2	141.9	16	1691
1789679960	mux-tunnels-2-pre	359400	8.25	0.12	0.042	357.2	163.4	16	1722
1789680110	mux-tunnels-2-post	377560	20.61	0.15	0.100	385.8	246.2	45	3270
1789680146	mux-tunnels-2-settled	377816	23.05	0.08	0.056	385.8	180.1	47	3586
1789680175	mux-legs-2-pre	387800	25.28	0.23	0.092	386.6	290.8	49	3700
1789680287	mux-legs-2-post	439040	37.20	0.12	0.066	431.5	247.0	74	4353
1789680323	mux-legs-2-settled	439040	39.72	0.06	0.054	431.5	245.6	76	4517
