# mux-tunnels-2 — per-row leg shares, forward = client->exit, reverse = exit->client
# note	the exit snapshots only set start and end, so exit_standby/exit_retx/exit_ack are the set-end values repeated on every row, not per-row deltas
# note	carrier.tsv counts a TRANSPORT, not a route group: a transport another group or app also rides counts that traffic here too
# note	latency_ms is the end-of-set legs.json snapshot, not the latency measured on the row
# note	rev_bytes/rev_share on 16 row(s) are the local recv_delta (rev_basis local-recv): the exit's sent_bytes needs a per-row EXIT_SNAP run against an exit that reports the per-leg byte counters, and either the snapshots or the counters were absent
# row	label	dir	size	leg	rg	role	scope	hops	carrier	latency_ms	remote_pk	fwd_bytes	rev_bytes	fwd_share	rev_share	rev_basis	exit_tp	exit_standby	exit_retx	exit_ack_ms	exit_sent_bytes	exit_recv_bytes
1	mux-tunnels-2-t1	down	10000000	b414796d	49162	active	in	b414796d>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	132.642663	022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	1027	3963574	10.7%	39.5%	local-recv	b414796d	no	6	1665.29	162845478	40877959
1	mux-tunnels-2-t1	down	10000000	95839ad0	49163	active	in	95839ad0>0371ab4bcff7b121f4b91f6856d6740c6f9dc1fe716977850aeb5d84378b300a13;dc5330cf>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	32.023348	0371ab4bcff7b121f4b91f6856d6740c6f9dc1fe716977850aeb5d84378b300a13	8594	6067471	89.3%	60.5%	local-recv	dc5330cf	no	7	2596.12	188219128	139272361
2	mux-tunnels-2-t2	down	10000000	b414796d	49162	active	in	b414796d>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	132.642663	022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	1054	3959019	51.9%	39.5%	local-recv	b414796d	no	6	1665.29	162845478	40877959
2	mux-tunnels-2-t2	down	10000000	95839ad0	49163	active	in	95839ad0>0371ab4bcff7b121f4b91f6856d6740c6f9dc1fe716977850aeb5d84378b300a13;dc5330cf>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	32.023348	0371ab4bcff7b121f4b91f6856d6740c6f9dc1fe716977850aeb5d84378b300a13	978	6060056	48.1%	60.5%	local-recv	dc5330cf	no	7	2596.12	188219128	139272361
3	mux-tunnels-2-t3	down	10000000	b414796d	49162	active	in	b414796d>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	132.642663	022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	680	4080563	40.0%	40.7%	local-recv	b414796d	no	6	1665.29	162845478	40877959
3	mux-tunnels-2-t3	down	10000000	95839ad0	49163	active	in	95839ad0>0371ab4bcff7b121f4b91f6856d6740c6f9dc1fe716977850aeb5d84378b300a13;dc5330cf>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	32.023348	0371ab4bcff7b121f4b91f6856d6740c6f9dc1fe716977850aeb5d84378b300a13	1020	5938510	60.0%	59.3%	local-recv	dc5330cf	no	7	2596.12	188219128	139272361
4	mux-tunnels-2-t4	down	10000000	b414796d	49162	active	in	b414796d>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	132.642663	022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	712	4080595	34.2%	40.7%	local-recv	b414796d	no	6	1665.29	162845478	40877959
4	mux-tunnels-2-t4	down	10000000	95839ad0	49163	active	in	95839ad0>0371ab4bcff7b121f4b91f6856d6740c6f9dc1fe716977850aeb5d84378b300a13;dc5330cf>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	32.023348	0371ab4bcff7b121f4b91f6856d6740c6f9dc1fe716977850aeb5d84378b300a13	1372	5938937	65.8%	59.3%	local-recv	dc5330cf	no	7	2596.12	188219128	139272361
5	mux-tunnels-2-t5	down	10000000	b414796d	49162	active	in	b414796d>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	132.642663	022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	688	4080566	33.1%	40.7%	local-recv	b414796d	no	6	1665.29	162845478	40877959
5	mux-tunnels-2-t5	down	10000000	95839ad0	49163	active	in	95839ad0>0371ab4bcff7b121f4b91f6856d6740c6f9dc1fe716977850aeb5d84378b300a13;dc5330cf>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	32.023348	0371ab4bcff7b121f4b91f6856d6740c6f9dc1fe716977850aeb5d84378b300a13	1392	5939468	66.9%	59.3%	local-recv	dc5330cf	no	7	2596.12	188219128	139272361
