# set	rows	fwd_pass	fwd_fail	fwd_info	dominant_fwd_leg	dominant_kind	rev_pass	rev_fail	rev_info	max_rev_fanout	flips	flip_rows
mux-legs-2	16	16	0	0	95839ad0	lowest-latency	5	0	11	2	0	-
mux-standby-8	20	8	0	12	b414796d	direct	2	3	15	3	7	3,6,11,12,13,15,16
mux-tunnels-2	16	5	0	11	95839ad0	lowest-latency	5	0	11	2	4	2,3,12,14
