# exit=022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1 local=9bea70ded exit_commit=9bea70ded session=skysocks-client legs=2/2 width=2 rg_port=49229 route_groups=1 active=1 standby=0 pins=0371ab4b,0281a102 legs_desc=stcpr>0371ab4b@95839ad0;stcpr>0281a102@f1012467 sink=http://127.0.0.1:18080
mux-legs-2-t1	down	10000000	4125838	200	10000000	2.423753	1
mux-legs-2-t2	down	10000000	4014161	200	10000000	2.491184	1
mux-legs-2-t3	down	10000000	3787685	200	10000000	2.640146	1
mux-legs-2-t4	down	10000000	3180271	200	10000000	3.144390	1
mux-legs-2-t5	down	10000000	3944572	200	10000000	2.535133	1
mux-legs-2-t1	up	10000000	5883491	200	10000000	1.699675	1
mux-legs-2-t2	up	10000000	4991364	200	10000000	2.003464	1
mux-legs-2-t3	up	10000000	4663341	200	10000000	2.144389	1
mux-legs-2-t1	down	50000000	6211813	200	50000000	8.049184	1
mux-legs-2-t2	down	50000000	4640411	200	50000000	10.774911	1
mux-legs-2-t3	down	50000000	4755254	200	50000000	10.514690	1
mux-legs-2-t4	down	50000000	5091961	200	50000000	9.819403	1
mux-legs-2-t5	down	50000000	6202949	200	50000000	8.060685	1
mux-legs-2-t1	up	50000000	10081915	200	50000000	4.959393	1
mux-legs-2-t2	up	50000000	9959814	200	50000000	5.020178	1
mux-legs-2-t3	up	50000000	9550000	200	50000000	5.235608	1
