# transports mux-tunnels-2 was measured over; first_seen_row 0 = held at set start
# tp	type	remote_pk	first_seen_row
b414796d-14fc-080e-9ce6-a7162e3e562b	stcpr	022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	0
95839ad0-b588-0b1d-8475-45fba6ae993c	stcpr	0371ab4bcff7b121f4b91f6856d6740c6f9dc1fe716977850aeb5d84378b300a13	0
c2ee64dc-2e0e-098e-b60d-27bc36a5d24d	stcpr	02ea1b80411ef28514056466bf11d8a7b7fcdcf4a964ebd874f8bd9fd74e81eda2	0
f1012467-de9d-09a9-8b49-62a43945c24b	stcpr	0281a102c82820e811368c8d028cf11b1a985043b726b1bcdb8fce89b27384b2cb	0
bd6baec7-62f1-07b1-b830-6d5c61f243f9	stcpr	02090aec59b40207d8662c82e4ecfc524b740c27f2fb98cfb5582833a66bdcb797	0
fdab37dd-c35e-05bc-9e51-cd6b024e3eec	stcpr	03f57e7cf26c0764c5ab659a606add056ddf8bfad4f5bc7e8613cad05e5f228adf	0
b71ddf99-3454-0def-8e91-03c47857d1a8	stcpr	0328947fced4d4b7beb65a6ef60d579e42d7976168c292cbd6d28b5b8bdc85757f	0
97ae541b-540b-0741-90c0-1c1d9fcd592c	stcpr	03c3278fa753b5e942c8b1bfe028219520b8b713f370796e442a4d416a41e08b17	0
03f0e265-2a83-0173-b7bb-434db346af6f	stcpr	035f6c7648bb0034b436db7d3845f7b482e8da705ca2b4622fd9673eb60921d5e5	0
ea69bc13-e8f1-0186-934c-13d2dea78583	stcpr	03dd3a272482055da08828fafffe0cb537915a52e71c92bfc9bf3140ab0153cd7c	0
