# set	rows	fwd_pass	fwd_fail	fwd_info	dominant_fwd_leg	dominant_kind	rev_pass	rev_fail	rev_info	max_rev_fanout	flips	flip_rows
mux-compose-T2xL2	21	2	0	19	fdab37dd	lowest-latency	10	0	11	4	8	3,5,7,9,10,14,16,17
mux-legs-2	16	3	11	2	fdab37dd	other	5	0	11	2	3	8,9,14
mux-tunnels-2	16	7	0	9	95839ad0	lowest-latency	5	0	11	3	4	4,6,9,14
