# mux-tunnels-2 — per-row leg shares, forward = client->exit, reverse = exit->client
# note	the exit snapshots only set start and end, so exit_standby/exit_retx/exit_ack are the set-end values repeated on every row, not per-row deltas
# note	the exit's per-leg record has no byte counter (only tp, standby, retransmits, dup_bytes, ack_delay_ms), so exit_bytes is the local recv_delta of the same leg — the bytes the exit sent that arrived there
# note	carrier.tsv counts a TRANSPORT, not a route group: a transport another group or app also rides counts that traffic here too
# note	latency_ms is the end-of-set legs.json snapshot, not the latency measured on the row
# note	shares and verdicts are computed over the legs of ACTIVE groups only; standby legs are listed with their bytes and a "-" share
# row	label	dir	size	leg	rg	role	scope	hops	carrier	latency_ms	remote_pk	fwd_bytes	rev_bytes	fwd_share	rev_share	exit_tp	exit_standby	exit_retx	exit_ack_ms
2	mux-tunnels-2-t2	down	10000000	f1012467	49159	standby	out	f1012467>0281a102c82820e811368c8d028cf11b1a985043b726b1bcdb8fce89b27384b2cb;57c570d9>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	132.676513	0281a102c82820e811368c8d028cf11b1a985043b726b1bcdb8fce89b27384b2cb	32	0	-	-	57c570d9	no	1	277.13
2	mux-tunnels-2-t2	down	10000000	fdab37dd	49160	standby	out	fdab37dd>03f57e7cf26c0764c5ab659a606add056ddf8bfad4f5bc7e8613cad05e5f228adf;7420f415>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	160.700777	03f57e7cf26c0764c5ab659a606add056ddf8bfad4f5bc7e8613cad05e5f228adf	69	69	-	-	7420f415	no	2	283.54
2	mux-tunnels-2-t2	down	10000000	ac40965a	49161	standby	out	ac40965a>02c483938539bd7820f72e48ed6056bab68e221e1108d23965a2903221495e4af7;3de424e0>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	390.495	02c483938539bd7820f72e48ed6056bab68e221e1108d23965a2903221495e4af7	69	69	-	-	3de424e0	no	2	503.82
2	mux-tunnels-2-t2	down	10000000	2c4ae7a5	49162	standby	out	2c4ae7a5>02a2d4c346dabd165fd555dfdba4a7f4d18786fe7e055e562397cd5102bdd7f8dd;d0b47ec2>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	258.690729	02a2d4c346dabd165fd555dfdba4a7f4d18786fe7e055e562397cd5102bdd7f8dd	69	69	-	-	d0b47ec2	no	1	530.99
2	mux-tunnels-2-t2	down	10000000	50cdb857	49163	standby	out	50cdb857>0255117bf8d4687dacd5f7ac4c241f008060f1972911552a5b67b76f0e7922f5c7;38288b5a>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	222.984508	0255117bf8d4687dacd5f7ac4c241f008060f1972911552a5b67b76f0e7922f5c7	101	101	-	-	38288b5a	no	8	4940.82
2	mux-tunnels-2-t2	down	10000000	ad018ccf	49164	standby	out	ad018ccf>033020573c3ceee1ed41a3f5b44f23f7bf371642a5bd36596b8d656e1a77a4ac3f;de3e8043>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	sudph	246.553256	033020573c3ceee1ed41a3f5b44f23f7bf371642a5bd36596b8d656e1a77a4ac3f	69	69	-	-	de3e8043	no	1	637.61
3	mux-tunnels-2-t1	up	10000000	b414796d	49157	active	in	b414796d>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	134.944868	022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	2503944	1568	25.0%	46.0%	b414796d	no	3	307.59
3	mux-tunnels-2-t1	up	10000000	95839ad0	49158	active	in	95839ad0>0371ab4bcff7b121f4b91f6856d6740c6f9dc1fe716977850aeb5d84378b300a13;dc5330cf>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	32.412994	0371ab4bcff7b121f4b91f6856d6740c6f9dc1fe716977850aeb5d84378b300a13	7505341	1840	75.0%	54.0%	dc5330cf	no	3	353.29
3	mux-tunnels-2-t1	up	10000000	f1012467	49159	standby	out	f1012467>0281a102c82820e811368c8d028cf11b1a985043b726b1bcdb8fce89b27384b2cb;57c570d9>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	132.676513	0281a102c82820e811368c8d028cf11b1a985043b726b1bcdb8fce89b27384b2cb	45	109	-	-	57c570d9	no	1	277.13
3	mux-tunnels-2-t1	up	10000000	fdab37dd	49160	standby	out	fdab37dd>03f57e7cf26c0764c5ab659a606add056ddf8bfad4f5bc7e8613cad05e5f228adf;7420f415>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	160.700777	03f57e7cf26c0764c5ab659a606add056ddf8bfad4f5bc7e8613cad05e5f228adf	125	45	-	-	7420f415	no	2	283.54
3	mux-tunnels-2-t1	up	10000000	ac40965a	49161	standby	out	ac40965a>02c483938539bd7820f72e48ed6056bab68e221e1108d23965a2903221495e4af7;3de424e0>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	390.495	02c483938539bd7820f72e48ed6056bab68e221e1108d23965a2903221495e4af7	786	4474	-	-	3de424e0	no	2	503.82
3	mux-tunnels-2-t1	up	10000000	2c4ae7a5	49162	standby	out	2c4ae7a5>02a2d4c346dabd165fd555dfdba4a7f4d18786fe7e055e562397cd5102bdd7f8dd;d0b47ec2>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	258.690729	02a2d4c346dabd165fd555dfdba4a7f4d18786fe7e055e562397cd5102bdd7f8dd	791	268466	-	-	d0b47ec2	no	1	530.99
3	mux-tunnels-2-t1	up	10000000	50cdb857	49163	standby	out	50cdb857>0255117bf8d4687dacd5f7ac4c241f008060f1972911552a5b67b76f0e7922f5c7;38288b5a>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	222.984508	0255117bf8d4687dacd5f7ac4c241f008060f1972911552a5b67b76f0e7922f5c7	720	192	-	-	38288b5a	no	8	4940.82
3	mux-tunnels-2-t1	up	10000000	ad018ccf	49164	standby	out	ad018ccf>033020573c3ceee1ed41a3f5b44f23f7bf371642a5bd36596b8d656e1a77a4ac3f;de3e8043>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	sudph	246.553256	033020573c3ceee1ed41a3f5b44f23f7bf371642a5bd36596b8d656e1a77a4ac3f	114	114	-	-	de3e8043	no	1	637.61
4	mux-tunnels-2-t2	up	10000000	b414796d	49157	active	in	b414796d>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	134.944868	022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	5005616	6310	50.0%	81.9%	b414796d	no	3	307.59
4	mux-tunnels-2-t2	up	10000000	95839ad0	49158	active	in	95839ad0>0371ab4bcff7b121f4b91f6856d6740c6f9dc1fe716977850aeb5d84378b300a13;dc5330cf>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	32.412994	0371ab4bcff7b121f4b91f6856d6740c6f9dc1fe716977850aeb5d84378b300a13	5003669	1397	50.0%	18.1%	dc5330cf	no	3	353.29
4	mux-tunnels-2-t2	up	10000000	f1012467	49159	standby	out	f1012467>0281a102c82820e811368c8d028cf11b1a985043b726b1bcdb8fce89b27384b2cb;57c570d9>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	132.676513	0281a102c82820e811368c8d028cf11b1a985043b726b1bcdb8fce89b27384b2cb	74	152	-	-	57c570d9	no	1	277.13
4	mux-tunnels-2-t2	up	10000000	fdab37dd	49160	standby	out	fdab37dd>03f57e7cf26c0764c5ab659a606add056ddf8bfad4f5bc7e8613cad05e5f228adf;7420f415>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	160.700777	03f57e7cf26c0764c5ab659a606add056ddf8bfad4f5bc7e8613cad05e5f228adf	0	0	-	-	7420f415	no	2	283.54
4	mux-tunnels-2-t2	up	10000000	ac40965a	49161	standby	out	ac40965a>02c483938539bd7820f72e48ed6056bab68e221e1108d23965a2903221495e4af7;3de424e0>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	390.495	02c483938539bd7820f72e48ed6056bab68e221e1108d23965a2903221495e4af7	42	120	-	-	3de424e0	no	2	503.82
4	mux-tunnels-2-t2	up	10000000	2c4ae7a5	49162	standby	out	2c4ae7a5>02a2d4c346dabd165fd555dfdba4a7f4d18786fe7e055e562397cd5102bdd7f8dd;d0b47ec2>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	258.690729	02a2d4c346dabd165fd555dfdba4a7f4d18786fe7e055e562397cd5102bdd7f8dd	69	149	-	-	d0b47ec2	no	1	530.99
4	mux-tunnels-2-t2	up	10000000	50cdb857	49163	standby	out	50cdb857>0255117bf8d4687dacd5f7ac4c241f008060f1972911552a5b67b76f0e7922f5c7;38288b5a>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	222.984508	0255117bf8d4687dacd5f7ac4c241f008060f1972911552a5b67b76f0e7922f5c7	37	117	-	-	38288b5a	no	8	4940.82
4	mux-tunnels-2-t2	up	10000000	ad018ccf	49164	standby	out	ad018ccf>033020573c3ceee1ed41a3f5b44f23f7bf371642a5bd36596b8d656e1a77a4ac3f;de3e8043>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	sudph	246.553256	033020573c3ceee1ed41a3f5b44f23f7bf371642a5bd36596b8d656e1a77a4ac3f	45	45	-	-	de3e8043	no	1	637.61
5	mux-tunnels-2-t3	up	10000000	b414796d	49157	active	in	b414796d>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	134.944868	022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	5003523	1304	50.0%	50.7%	b414796d	no	3	307.59
5	mux-tunnels-2-t3	up	10000000	95839ad0	49158	active	in	95839ad0>0371ab4bcff7b121f4b91f6856d6740c6f9dc1fe716977850aeb5d84378b300a13;dc5330cf>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	32.412994	0371ab4bcff7b121f4b91f6856d6740c6f9dc1fe716977850aeb5d84378b300a13	5003622	1267	50.0%	49.3%	dc5330cf	no	3	353.29
5	mux-tunnels-2-t3	up	10000000	f1012467	49159	standby	out	f1012467>0281a102c82820e811368c8d028cf11b1a985043b726b1bcdb8fce89b27384b2cb;57c570d9>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	132.676513	0281a102c82820e811368c8d028cf11b1a985043b726b1bcdb8fce89b27384b2cb	69	53	-	-	57c570d9	no	1	277.13
5	mux-tunnels-2-t3	up	10000000	fdab37dd	49160	standby	out	fdab37dd>03f57e7cf26c0764c5ab659a606add056ddf8bfad4f5bc7e8613cad05e5f228adf;7420f415>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	160.700777	03f57e7cf26c0764c5ab659a606add056ddf8bfad4f5bc7e8613cad05e5f228adf	0	0	-	-	7420f415	no	2	283.54
5	mux-tunnels-2-t3	up	10000000	ac40965a	49161	standby	out	ac40965a>02c483938539bd7820f72e48ed6056bab68e221e1108d23965a2903221495e4af7;3de424e0>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	390.495	02c483938539bd7820f72e48ed6056bab68e221e1108d23965a2903221495e4af7	37	37	-	-	3de424e0	no	2	503.82
5	mux-tunnels-2-t3	up	10000000	2c4ae7a5	49162	standby	out	2c4ae7a5>02a2d4c346dabd165fd555dfdba4a7f4d18786fe7e055e562397cd5102bdd7f8dd;d0b47ec2>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	258.690729	02a2d4c346dabd165fd555dfdba4a7f4d18786fe7e055e562397cd5102bdd7f8dd	37	37	-	-	d0b47ec2	no	1	530.99
5	mux-tunnels-2-t3	up	10000000	50cdb857	49163	standby	out	50cdb857>0255117bf8d4687dacd5f7ac4c241f008060f1972911552a5b67b76f0e7922f5c7;38288b5a>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	222.984508	0255117bf8d4687dacd5f7ac4c241f008060f1972911552a5b67b76f0e7922f5c7	37	37	-	-	38288b5a	no	8	4940.82
5	mux-tunnels-2-t3	up	10000000	ad018ccf	49164	standby	out	ad018ccf>033020573c3ceee1ed41a3f5b44f23f7bf371642a5bd36596b8d656e1a77a4ac3f;de3e8043>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	sudph	246.553256	033020573c3ceee1ed41a3f5b44f23f7bf371642a5bd36596b8d656e1a77a4ac3f	69	69	-	-	de3e8043	no	1	637.61
6	mux-tunnels-2-t1	down	50000000	b414796d	49157	active	in	b414796d>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	134.944868	022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	35392	28266493	94.2%	55.6%	b414796d	no	3	307.59
6	mux-tunnels-2-t1	down	50000000	95839ad0	49158	active	in	95839ad0>0371ab4bcff7b121f4b91f6856d6740c6f9dc1fe716977850aeb5d84378b300a13;dc5330cf>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	32.412994	0371ab4bcff7b121f4b91f6856d6740c6f9dc1fe716977850aeb5d84378b300a13	2190	22567233	5.8%	44.4%	dc5330cf	no	3	353.29
6	mux-tunnels-2-t1	down	50000000	f1012467	49159	standby	out	f1012467>0281a102c82820e811368c8d028cf11b1a985043b726b1bcdb8fce89b27384b2cb;57c570d9>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	132.676513	0281a102c82820e811368c8d028cf11b1a985043b726b1bcdb8fce89b27384b2cb	185	427940	-	-	57c570d9	no	1	277.13
6	mux-tunnels-2-t1	down	50000000	fdab37dd	49160	standby	out	fdab37dd>03f57e7cf26c0764c5ab659a606add056ddf8bfad4f5bc7e8613cad05e5f228adf;7420f415>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	160.700777	03f57e7cf26c0764c5ab659a606add056ddf8bfad4f5bc7e8613cad05e5f228adf	16	8	-	-	7420f415	no	2	283.54
6	mux-tunnels-2-t1	down	50000000	ac40965a	49161	standby	out	ac40965a>02c483938539bd7820f72e48ed6056bab68e221e1108d23965a2903221495e4af7;3de424e0>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	390.495	02c483938539bd7820f72e48ed6056bab68e221e1108d23965a2903221495e4af7	209	186198	-	-	3de424e0	no	2	503.82
6	mux-tunnels-2-t1	down	50000000	2c4ae7a5	49162	standby	out	2c4ae7a5>02a2d4c346dabd165fd555dfdba4a7f4d18786fe7e055e562397cd5102bdd7f8dd;d0b47ec2>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	258.690729	02a2d4c346dabd165fd555dfdba4a7f4d18786fe7e055e562397cd5102bdd7f8dd	185	195086	-	-	d0b47ec2	no	1	530.99
6	mux-tunnels-2-t1	down	50000000	50cdb857	49163	standby	out	50cdb857>0255117bf8d4687dacd5f7ac4c241f008060f1972911552a5b67b76f0e7922f5c7;38288b5a>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	222.984508	0255117bf8d4687dacd5f7ac4c241f008060f1972911552a5b67b76f0e7922f5c7	177	173665	-	-	38288b5a	no	8	4940.82
6	mux-tunnels-2-t1	down	50000000	ad018ccf	49164	standby	out	ad018ccf>033020573c3ceee1ed41a3f5b44f23f7bf371642a5bd36596b8d656e1a77a4ac3f;de3e8043>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	sudph	246.553256	033020573c3ceee1ed41a3f5b44f23f7bf371642a5bd36596b8d656e1a77a4ac3f	114	114	-	-	de3e8043	no	1	637.61
7	mux-tunnels-2-t2	down	50000000	b414796d	49157	active	in	b414796d>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	134.944868	022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	13749	28004823	87.7%	58.3%	b414796d	no	3	307.59
7	mux-tunnels-2-t2	down	50000000	95839ad0	49158	active	in	95839ad0>0371ab4bcff7b121f4b91f6856d6740c6f9dc1fe716977850aeb5d84378b300a13;dc5330cf>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	32.412994	0371ab4bcff7b121f4b91f6856d6740c6f9dc1fe716977850aeb5d84378b300a13	1926	19994559	12.3%	41.7%	dc5330cf	no	3	353.29
7	mux-tunnels-2-t2	down	50000000	f1012467	49159	standby	out	f1012467>0281a102c82820e811368c8d028cf11b1a985043b726b1bcdb8fce89b27384b2cb;57c570d9>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	132.676513	0281a102c82820e811368c8d028cf11b1a985043b726b1bcdb8fce89b27384b2cb	676	2101280	-	-	57c570d9	no	1	277.13
7	mux-tunnels-2-t2	down	50000000	fdab37dd	49160	standby	out	fdab37dd>03f57e7cf26c0764c5ab659a606add056ddf8bfad4f5bc7e8613cad05e5f228adf;7420f415>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	160.700777	03f57e7cf26c0764c5ab659a606add056ddf8bfad4f5bc7e8613cad05e5f228adf	725	165451	-	-	7420f415	no	2	283.54
7	mux-tunnels-2-t2	down	50000000	ac40965a	49161	standby	out	ac40965a>02c483938539bd7820f72e48ed6056bab68e221e1108d23965a2903221495e4af7;3de424e0>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	390.495	02c483938539bd7820f72e48ed6056bab68e221e1108d23965a2903221495e4af7	106	106	-	-	3de424e0	no	2	503.82
7	mux-tunnels-2-t2	down	50000000	2c4ae7a5	49162	standby	out	2c4ae7a5>02a2d4c346dabd165fd555dfdba4a7f4d18786fe7e055e562397cd5102bdd7f8dd;d0b47ec2>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	258.690729	02a2d4c346dabd165fd555dfdba4a7f4d18786fe7e055e562397cd5102bdd7f8dd	106	106	-	-	d0b47ec2	no	1	530.99
7	mux-tunnels-2-t2	down	50000000	50cdb857	49163	standby	out	50cdb857>0255117bf8d4687dacd5f7ac4c241f008060f1972911552a5b67b76f0e7922f5c7;38288b5a>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	222.984508	0255117bf8d4687dacd5f7ac4c241f008060f1972911552a5b67b76f0e7922f5c7	138	138	-	-	38288b5a	no	8	4940.82
7	mux-tunnels-2-t2	down	50000000	ad018ccf	49164	standby	out	ad018ccf>033020573c3ceee1ed41a3f5b44f23f7bf371642a5bd36596b8d656e1a77a4ac3f;de3e8043>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	sudph	246.553256	033020573c3ceee1ed41a3f5b44f23f7bf371642a5bd36596b8d656e1a77a4ac3f	138	138	-	-	de3e8043	no	1	637.61
8	mux-tunnels-2-t1	up	50000000	b414796d	49157	active	in	b414796d>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	134.944868	022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	29213962	276160	58.4%	36.9%	b414796d	no	3	307.59
8	mux-tunnels-2-t1	up	50000000	95839ad0	49158	active	in	95839ad0>0371ab4bcff7b121f4b91f6856d6740c6f9dc1fe716977850aeb5d84378b300a13;dc5330cf>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	32.412994	0371ab4bcff7b121f4b91f6856d6740c6f9dc1fe716977850aeb5d84378b300a13	20846211	472995	41.6%	63.1%	dc5330cf	no	3	353.29
8	mux-tunnels-2-t1	up	50000000	f1012467	49159	standby	out	f1012467>0281a102c82820e811368c8d028cf11b1a985043b726b1bcdb8fce89b27384b2cb;57c570d9>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	132.676513	0281a102c82820e811368c8d028cf11b1a985043b726b1bcdb8fce89b27384b2cb	185	427541	-	-	57c570d9	no	1	277.13
8	mux-tunnels-2-t1	up	50000000	fdab37dd	49160	standby	out	fdab37dd>03f57e7cf26c0764c5ab659a606add056ddf8bfad4f5bc7e8613cad05e5f228adf;7420f415>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	160.700777	03f57e7cf26c0764c5ab659a606add056ddf8bfad4f5bc7e8613cad05e5f228adf	222	162466	-	-	7420f415	no	2	283.54
8	mux-tunnels-2-t1	up	50000000	ac40965a	49161	standby	out	ac40965a>02c483938539bd7820f72e48ed6056bab68e221e1108d23965a2903221495e4af7;3de424e0>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	390.495	02c483938539bd7820f72e48ed6056bab68e221e1108d23965a2903221495e4af7	222	185325	-	-	3de424e0	no	2	503.82
8	mux-tunnels-2-t1	up	50000000	2c4ae7a5	49162	standby	out	2c4ae7a5>02a2d4c346dabd165fd555dfdba4a7f4d18786fe7e055e562397cd5102bdd7f8dd;d0b47ec2>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	258.690729	02a2d4c346dabd165fd555dfdba4a7f4d18786fe7e055e562397cd5102bdd7f8dd	185	195089	-	-	d0b47ec2	no	1	530.99
8	mux-tunnels-2-t1	up	50000000	50cdb857	49163	standby	out	50cdb857>0255117bf8d4687dacd5f7ac4c241f008060f1972911552a5b67b76f0e7922f5c7;38288b5a>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	222.984508	0255117bf8d4687dacd5f7ac4c241f008060f1972911552a5b67b76f0e7922f5c7	236	173303	-	-	38288b5a	no	8	4940.82
8	mux-tunnels-2-t1	up	50000000	ad018ccf	49164	standby	out	ad018ccf>033020573c3ceee1ed41a3f5b44f23f7bf371642a5bd36596b8d656e1a77a4ac3f;de3e8043>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	sudph	246.553256	033020573c3ceee1ed41a3f5b44f23f7bf371642a5bd36596b8d656e1a77a4ac3f	114	114	-	-	de3e8043	no	1	637.61
