# ts	label	rss_anon_kb	cpu_s	load1	idle_cps	sys_mb	heap_alloc_mb	num_gc	goroutines
1789701836	warmup	375696	14.24	0.52	0.062	362.3	149.5	22	2833
1789701842	mux-tunnels-2-pre	375696	14.57	0.47	0.054	362.3	161.1	22	2920
1789701977	mux-tunnels-2-post	407504	25.78	0.18	0.052	398.3	255.9	49	3402
1789702014	mux-tunnels-2-settled	408016	28.13	0.34	0.054	398.5	238.6	51	3685
1789702388	mux-spread-3-pre	416984	57.23	0.09	0.056	451.7	199.6	95	4395
1789702477	mux-spread-3-post	443404	66.80	0.04	0.080	463.7	229.6	115	4498
1789702512	mux-spread-3-settled	443660	69.03	0.12	0.068	463.7	191.6	117	4503
