# mux-standby-9 — per-row leg shares, forward = client->exit, reverse = exit->client
# note	the exit's per-leg record has no byte counter (only tp, standby, retransmits, dup_bytes, ack_delay_ms), so exit_bytes is the local recv_delta of the same leg — the bytes the exit sent that arrived there
# note	carrier.tsv counts a TRANSPORT, not a route group: a transport another group or app also rides counts that traffic here too
# note	latency_ms is the end-of-set legs.json snapshot, not the latency measured on the row
# note	shares and verdicts are computed over the legs of ACTIVE groups only; standby legs are listed with their bytes and a "-" share
# row	label	dir	size	leg	rg	role	scope	hops	carrier	latency_ms	remote_pk	fwd_bytes	rev_bytes	fwd_share	rev_share	exit_tp	exit_standby	exit_retx	exit_ack_ms
8	mux-standby-9-t2	down	50000000	f1012467	49176	active	in	f1012467>0281a102c82820e811368c8d028cf11b1a985043b726b1bcdb8fce89b27384b2cb;57c570d9>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	173.481651	0281a102c82820e811368c8d028cf11b1a985043b726b1bcdb8fce89b27384b2cb	2180	20027318	4.9%	41.5%	57c570d9	no	7	1916.88
8	mux-standby-9-t2	down	50000000	95839ad0	49177	standby	out	95839ad0>0371ab4bcff7b121f4b91f6856d6740c6f9dc1fe716977850aeb5d84378b300a13;dc5330cf>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	66.934211	0371ab4bcff7b121f4b91f6856d6740c6f9dc1fe716977850aeb5d84378b300a13	745	2101277	-	-	dc5330cf	no	1	665.59
8	mux-standby-9-t2	down	50000000	fdab37dd	49178	standby	out	fdab37dd>03f57e7cf26c0764c5ab659a606add056ddf8bfad4f5bc7e8613cad05e5f228adf;7420f415>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	181.152316	03f57e7cf26c0764c5ab659a606add056ddf8bfad4f5bc7e8613cad05e5f228adf	183	151	-	-	7420f415	no	1	311.3
8	mux-standby-9-t2	down	50000000	ac40965a	49179	standby	out	ac40965a>02c483938539bd7820f72e48ed6056bab68e221e1108d23965a2903221495e4af7;3de424e0>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	282.903868	02c483938539bd7820f72e48ed6056bab68e221e1108d23965a2903221495e4af7	180	180	-	-	3de424e0	no	1	565.64
8	mux-standby-9-t2	down	50000000	50cdb857	49181	standby	out	50cdb857>0255117bf8d4687dacd5f7ac4c241f008060f1972911552a5b67b76f0e7922f5c7;38288b5a>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	248.833489	0255117bf8d4687dacd5f7ac4c241f008060f1972911552a5b67b76f0e7922f5c7	143	143	-	-	38288b5a	no	3	709.91
8	mux-standby-9-t2	down	50000000	d33d56d2	49182	standby	out	d33d56d2>023254178cd0249c59ff12525bb45e26b1ed3e571c18556dfe05ceeefacf07c62a;000864b9>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	379.875147	023254178cd0249c59ff12525bb45e26b1ed3e571c18556dfe05ceeefacf07c62a	175	143	-	-	000864b9	no	8	1720.95
8	mux-standby-9-t2	down	50000000	2c4ae7a5	49184	standby	out	2c4ae7a5>02a2d4c346dabd165fd555dfdba4a7f4d18786fe7e055e562397cd5102bdd7f8dd;d0b47ec2>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	301.16552	02a2d4c346dabd165fd555dfdba4a7f4d18786fe7e055e562397cd5102bdd7f8dd	1363	2423	-	-	-	-	-	-
9	mux-standby-9-t3	down	50000000	b414796d	49175	active	in	b414796d>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	175.099394	022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	24022	34461981	92.6%	67.7%	b414796d	no	1	502.36
9	mux-standby-9-t3	down	50000000	f1012467	49176	active	in	f1012467>0281a102c82820e811368c8d028cf11b1a985043b726b1bcdb8fce89b27384b2cb;57c570d9>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	173.481651	0281a102c82820e811368c8d028cf11b1a985043b726b1bcdb8fce89b27384b2cb	1907	16437887	7.4%	32.3%	57c570d9	no	8	1291.13
9	mux-standby-9-t3	down	50000000	95839ad0	49177	standby	out	95839ad0>0371ab4bcff7b121f4b91f6856d6740c6f9dc1fe716977850aeb5d84378b300a13;dc5330cf>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	66.934211	0371ab4bcff7b121f4b91f6856d6740c6f9dc1fe716977850aeb5d84378b300a13	259	471852	-	-	dc5330cf	no	1	266.82
9	mux-standby-9-t3	down	50000000	fdab37dd	49178	standby	out	fdab37dd>03f57e7cf26c0764c5ab659a606add056ddf8bfad4f5bc7e8613cad05e5f228adf;7420f415>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	181.152316	03f57e7cf26c0764c5ab659a606add056ddf8bfad4f5bc7e8613cad05e5f228adf	177	163071	-	-	7420f415	no	1	292.91
9	mux-standby-9-t3	down	50000000	ac40965a	49179	standby	out	ac40965a>02c483938539bd7820f72e48ed6056bab68e221e1108d23965a2903221495e4af7;3de424e0>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	282.903868	02c483938539bd7820f72e48ed6056bab68e221e1108d23965a2903221495e4af7	222	184793	-	-	3de424e0	no	1	532.15
9	mux-standby-9-t3	down	50000000	50cdb857	49181	standby	out	50cdb857>0255117bf8d4687dacd5f7ac4c241f008060f1972911552a5b67b76f0e7922f5c7;38288b5a>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	248.833489	0255117bf8d4687dacd5f7ac4c241f008060f1972911552a5b67b76f0e7922f5c7	193	173997	-	-	38288b5a	no	3	694.7
9	mux-standby-9-t3	down	50000000	d33d56d2	49182	standby	out	d33d56d2>023254178cd0249c59ff12525bb45e26b1ed3e571c18556dfe05ceeefacf07c62a;000864b9>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	379.875147	023254178cd0249c59ff12525bb45e26b1ed3e571c18556dfe05ceeefacf07c62a	158	252	-	-	000864b9	no	10	3298.04
9	mux-standby-9-t3	down	50000000	2c4ae7a5	49184	standby	out	2c4ae7a5>02a2d4c346dabd165fd555dfdba4a7f4d18786fe7e055e562397cd5102bdd7f8dd;d0b47ec2>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	301.16552	02a2d4c346dabd165fd555dfdba4a7f4d18786fe7e055e562397cd5102bdd7f8dd	114	114	-	-	-	-	-	-
10	mux-standby-9-t1	up	50000000	b414796d	49175	active	in	b414796d>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	175.099394	022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	33371584	493296	66.7%	99.5%	b414796d	no	1	317.97
10	mux-standby-9-t1	up	50000000	f1012467	49176	active	in	f1012467>0281a102c82820e811368c8d028cf11b1a985043b726b1bcdb8fce89b27384b2cb;57c570d9>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	173.481651	0281a102c82820e811368c8d028cf11b1a985043b726b1bcdb8fce89b27384b2cb	16676932	2376	33.3%	0.5%	57c570d9	no	8	549.95
10	mux-standby-9-t1	up	50000000	95839ad0	49177	standby	out	95839ad0>0371ab4bcff7b121f4b91f6856d6740c6f9dc1fe716977850aeb5d84378b300a13;dc5330cf>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	66.934211	0371ab4bcff7b121f4b91f6856d6740c6f9dc1fe716977850aeb5d84378b300a13	138	133	-	-	dc5330cf	no	1	234.29
10	mux-standby-9-t1	up	50000000	fdab37dd	49178	standby	out	fdab37dd>03f57e7cf26c0764c5ab659a606add056ddf8bfad4f5bc7e8613cad05e5f228adf;7420f415>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	181.152316	03f57e7cf26c0764c5ab659a606add056ddf8bfad4f5bc7e8613cad05e5f228adf	106	106	-	-	7420f415	no	1	263.35
10	mux-standby-9-t1	up	50000000	ac40965a	49179	standby	out	ac40965a>02c483938539bd7820f72e48ed6056bab68e221e1108d23965a2903221495e4af7;3de424e0>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	282.903868	02c483938539bd7820f72e48ed6056bab68e221e1108d23965a2903221495e4af7	133	101	-	-	3de424e0	no	1	539.1
10	mux-standby-9-t1	up	50000000	50cdb857	49181	standby	out	50cdb857>0255117bf8d4687dacd5f7ac4c241f008060f1972911552a5b67b76f0e7922f5c7;38288b5a>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	248.833489	0255117bf8d4687dacd5f7ac4c241f008060f1972911552a5b67b76f0e7922f5c7	74	106	-	-	38288b5a	no	3	575.75
10	mux-standby-9-t1	up	50000000	d33d56d2	49182	standby	out	d33d56d2>023254178cd0249c59ff12525bb45e26b1ed3e571c18556dfe05ceeefacf07c62a;000864b9>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	379.875147	023254178cd0249c59ff12525bb45e26b1ed3e571c18556dfe05ceeefacf07c62a	170	111	-	-	000864b9	no	10	1236.7
10	mux-standby-9-t1	up	50000000	2c4ae7a5	49184	standby	out	2c4ae7a5>02a2d4c346dabd165fd555dfdba4a7f4d18786fe7e055e562397cd5102bdd7f8dd;d0b47ec2>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	301.16552	02a2d4c346dabd165fd555dfdba4a7f4d18786fe7e055e562397cd5102bdd7f8dd	106	138	-	-	-	-	-	-
11	mux-standby-9-t2	up	50000000	b414796d	49175	active	in	b414796d>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	175.099394	022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	29202043	376359	58.3%	46.7%	b414796d	no	1	406.91
11	mux-standby-9-t2	up	50000000	f1012467	49176	active	in	f1012467>0281a102c82820e811368c8d028cf11b1a985043b726b1bcdb8fce89b27384b2cb;57c570d9>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	173.481651	0281a102c82820e811368c8d028cf11b1a985043b726b1bcdb8fce89b27384b2cb	20846167	429585	41.7%	53.3%	57c570d9	no	8	503.19
11	mux-standby-9-t2	up	50000000	95839ad0	49177	standby	out	95839ad0>0371ab4bcff7b121f4b91f6856d6740c6f9dc1fe716977850aeb5d84378b300a13;dc5330cf>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	66.934211	0371ab4bcff7b121f4b91f6856d6740c6f9dc1fe716977850aeb5d84378b300a13	362	472285	-	-	dc5330cf	no	1	236.63
11	mux-standby-9-t2	up	50000000	fdab37dd	49178	standby	out	fdab37dd>03f57e7cf26c0764c5ab659a606add056ddf8bfad4f5bc7e8613cad05e5f228adf;7420f415>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	181.152316	03f57e7cf26c0764c5ab659a606add056ddf8bfad4f5bc7e8613cad05e5f228adf	106	106	-	-	7420f415	no	1	258.25
11	mux-standby-9-t2	up	50000000	ac40965a	49179	standby	out	ac40965a>02c483938539bd7820f72e48ed6056bab68e221e1108d23965a2903221495e4af7;3de424e0>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	282.903868	02c483938539bd7820f72e48ed6056bab68e221e1108d23965a2903221495e4af7	177	184719	-	-	3de424e0	no	1	492.11
11	mux-standby-9-t2	up	50000000	50cdb857	49181	standby	out	50cdb857>0255117bf8d4687dacd5f7ac4c241f008060f1972911552a5b67b76f0e7922f5c7;38288b5a>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	248.833489	0255117bf8d4687dacd5f7ac4c241f008060f1972911552a5b67b76f0e7922f5c7	177	172679	-	-	38288b5a	no	3	597.14
11	mux-standby-9-t2	up	50000000	d33d56d2	49182	standby	out	d33d56d2>023254178cd0249c59ff12525bb45e26b1ed3e571c18556dfe05ceeefacf07c62a;000864b9>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	379.875147	023254178cd0249c59ff12525bb45e26b1ed3e571c18556dfe05ceeefacf07c62a	175	170	-	-	000864b9	no	11	1401.33
11	mux-standby-9-t2	up	50000000	2c4ae7a5	49184	standby	out	2c4ae7a5>02a2d4c346dabd165fd555dfdba4a7f4d18786fe7e055e562397cd5102bdd7f8dd;d0b47ec2>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	301.16552	02a2d4c346dabd165fd555dfdba4a7f4d18786fe7e055e562397cd5102bdd7f8dd	114	114	-	-	-	-	-	-
12	mux-standby-9-t3	up	50000000	b414796d	49175	active	in	b414796d>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	175.099394	022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	33372771	295058	66.7%	99.2%	b414796d	no	1	455.85
12	mux-standby-9-t3	up	50000000	f1012467	49176	active	in	f1012467>0281a102c82820e811368c8d028cf11b1a985043b726b1bcdb8fce89b27384b2cb;57c570d9>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	173.481651	0281a102c82820e811368c8d028cf11b1a985043b726b1bcdb8fce89b27384b2cb	16676935	2369	33.3%	0.8%	57c570d9	no	8	717.94
12	mux-standby-9-t3	up	50000000	95839ad0	49177	standby	out	95839ad0>0371ab4bcff7b121f4b91f6856d6740c6f9dc1fe716977850aeb5d84378b300a13;dc5330cf>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	66.934211	0371ab4bcff7b121f4b91f6856d6740c6f9dc1fe716977850aeb5d84378b300a13	143	170	-	-	dc5330cf	no	1	231.62
12	mux-standby-9-t3	up	50000000	fdab37dd	49178	standby	out	fdab37dd>03f57e7cf26c0764c5ab659a606add056ddf8bfad4f5bc7e8613cad05e5f228adf;7420f415>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	181.152316	03f57e7cf26c0764c5ab659a606add056ddf8bfad4f5bc7e8613cad05e5f228adf	114	114	-	-	7420f415	no	1	249.46
12	mux-standby-9-t3	up	50000000	ac40965a	49179	standby	out	ac40965a>02c483938539bd7820f72e48ed6056bab68e221e1108d23965a2903221495e4af7;3de424e0>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	282.903868	02c483938539bd7820f72e48ed6056bab68e221e1108d23965a2903221495e4af7	101	101	-	-	3de424e0	no	1	491.27
12	mux-standby-9-t3	up	50000000	50cdb857	49181	standby	out	50cdb857>0255117bf8d4687dacd5f7ac4c241f008060f1972911552a5b67b76f0e7922f5c7;38288b5a>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	248.833489	0255117bf8d4687dacd5f7ac4c241f008060f1972911552a5b67b76f0e7922f5c7	106	106	-	-	38288b5a	no	3	628.02
12	mux-standby-9-t3	up	50000000	d33d56d2	49182	standby	out	d33d56d2>023254178cd0249c59ff12525bb45e26b1ed3e571c18556dfe05ceeefacf07c62a;000864b9>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	379.875147	023254178cd0249c59ff12525bb45e26b1ed3e571c18556dfe05ceeefacf07c62a	188	215	-	-	000864b9	no	14	3443.17
12	mux-standby-9-t3	up	50000000	2c4ae7a5	49184	standby	out	2c4ae7a5>02a2d4c346dabd165fd555dfdba4a7f4d18786fe7e055e562397cd5102bdd7f8dd;d0b47ec2>022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	stcpr	301.16552	02a2d4c346dabd165fd555dfdba4a7f4d18786fe7e055e562397cd5102bdd7f8dd	138	154	-	-	-	-	-	-
#
# verdicts
# row	label	dir	size	forward_on	forward_kind	forward_share	forward	reverse_fanout	reverse_max_share	reverse	flip
1	mux-standby-9-t1	down	10000000	b414796d	direct	98.0%	PASS	2	59.4%	INFO	-
2	mux-standby-9-t2	down	10000000	b414796d	direct	98.1%	PASS	2	59.4%	INFO	same
3	mux-standby-9-t3	down	10000000	b414796d	direct	98.4%	PASS	2	56.3%	INFO	same
4	mux-standby-9-t1	up	10000000	b414796d	direct	50.2%	INFO	1	95.3%	INFO	same
5	mux-standby-9-t2	up	10000000	b414796d	direct	75.1%	INFO	1	97.3%	INFO	same
6	mux-standby-9-t3	up	10000000	b414796d	direct	75.1%	INFO	2	51.0%	INFO	same
7	mux-standby-9-t1	down	50000000	b414796d	direct	96.6%	PASS	2	64.5%	PASS	same
8	mux-standby-9-t2	down	50000000	b414796d	direct	95.1%	PASS	2	58.5%	PASS	same
9	mux-standby-9-t3	down	50000000	b414796d	direct	92.6%	PASS	2	67.7%	PASS	same
10	mux-standby-9-t1	up	50000000	b414796d	direct	66.7%	INFO	1	99.5%	INFO	same
11	mux-standby-9-t2	up	50000000	b414796d	direct	58.3%	INFO	2	53.3%	INFO	same
12	mux-standby-9-t3	up	50000000	b414796d	direct	66.7%	INFO	1	99.2%	INFO	same
# flip	0 change(s) of the dominant forward leg
