# set	rows	fwd_pass	fwd_fail	fwd_info	dominant_fwd_leg	dominant_kind	rev_pass	rev_fail	rev_info	max_rev_fanout	flips	flip_rows
mux-legs-2	12	9	1	2	fdab37dd	lowest-latency	3	0	9	2	2	4,5
mux-tunnels-2	12	10	0	2	b414796d	direct	1	2	9	2	1	5
