# ts	label	rss_anon_kb	cpu_s	load1	idle_cps	sys_mb	heap_alloc_mb	num_gc	goroutines
1789693918	warmup	391612	10.49	0.20	0.060	377.3	262.2	19	2142
1789693924	mux-tunnels-2-pre	391612	10.78	0.35	0.050	377.3	286.2	19	2186
1789694059	mux-tunnels-2-post	385660	22.84	0.35	0.054	393.8	222.1	48	3452
1789694095	mux-tunnels-2-settled	379568	25.31	0.35	0.064	394.5	305.7	50	3687
1789694147	mux-legs-2-pre	399208	28.14	0.36	0.040	395.3	329.6	52	3667
1789694236	mux-legs-2-post	413952	36.95	0.68	0.046	431.3	170.0	75	3878
1789694271	mux-legs-2-settled	414208	39.13	0.68	0.050	431.6	247.7	77	3927
