# row	subject	cut_at_s	what_cut	bytes_before_cut	ttfb_after_s	goodput_before_Bps	goodput_after_Bps	restored	rg_ports_after
1	mux-degrade-tunnels-2	2.929	tp:95839ad0-b588-0b1d-8475-45fba6ae993c(ok=1)	29774910	1.795	10165555	5337844	1	49185,49189,49190,49191,49192,49193,49194
2	mux-degrade-tunnels-2	2.829	tp:95839ad0-b588-0b1d-8475-45fba6ae993c(ok=1)	31152936	1.737	11011996	7393905	1	49185,49189,49190,49191,49192,49193,49195
