# ts	label	rss_anon_kb	cpu_s	load1	idle_cps	sys_mb	heap_alloc_mb	num_gc	goroutines
1789737826	warmup	375272	8.81	0.13	0.056	369.3	150.7	18	1811
1789737832	mux-legs-2-pre	371444	9.09	0.12	0.038	369.6	220.9	18	1824
1789738104	mux-legs-2-post	427032	37.88	0.26	0.070	414.9	327.8	91	3969
1789738141	mux-legs-2-settled	415268	40.68	0.32	0.078	415.6	196.3	94	4243
1789738259	mux-compose-T2xL2-pre	423756	48.63	0.24	0.040	416.1	268.1	99	4472
1789738820	mux-compose-T2xL2-post	441364	107.31	0.66	0.092	505.1	239.1	225	4803
1789738856	mux-compose-T2xL2-settled	435348	109.99	0.48	0.064	505.1	296.8	227	4887
