# transports mux-tunnels-2 was measured over; first_seen_row 0 = held at set start
# tp	type	remote_pk	first_seen_row
b414796d-14fc-080e-9ce6-a7162e3e562b	stcpr	022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	0
f1012467-de9d-09a9-8b49-62a43945c24b	stcpr	0281a102c82820e811368c8d028cf11b1a985043b726b1bcdb8fce89b27384b2cb	0
c920a2a1-00f3-0579-8fc5-1ea8b9776d7e	stcpr	032a8b0c45954374e68701531c3672cca312a433b9c7951a4f1cd3e8932ea029e2	0
95839ad0-b588-0b1d-8475-45fba6ae993c	stcpr	0371ab4bcff7b121f4b91f6856d6740c6f9dc1fe716977850aeb5d84378b300a13	0
fdab37dd-c35e-05bc-9e51-cd6b024e3eec	stcpr	03f57e7cf26c0764c5ab659a606add056ddf8bfad4f5bc7e8613cad05e5f228adf	0
a18cfda5-d5ac-0482-bd47-d10ced35c1d7	stcpr	032fe1b4b0bf0207c10bc99cf64be4fdc15464981554e0cd58bf66f06960cd5fcc	0
337672ba-7854-0ecc-94db-dc6c10734630	stcpr	029a5ebc690fed2bc6028be23b2463e123ad02ca56c3c054023525662c3b3df4b8	0
c2ee64dc-2e0e-098e-b60d-27bc36a5d24d	stcpr	02ea1b80411ef28514056466bf11d8a7b7fcdcf4a964ebd874f8bd9fd74e81eda2	0
5b53689c-6465-0dee-8804-00ed3ba43c53	stcpr	03fd5488ece82d381542181972891d603e93ae4f4a717dd4fc4faf042456ae037a	0
9757a16b-c324-03c8-889f-14a2652bdf0a	stcpr	03d61729267d81f8e94b911d9ac8dd542ec342373a837d504cbf31c82df54d1d46	0
