# ts	label	rss_anon_kb	cpu_s	load1	idle_cps	sys_mb	heap_alloc_mb	num_gc	goroutines
1789756849	warmup	373408	14.32	0.71	0.054	361.7	268.6	29	2507
1789756854	mux-tunnels-2-pre	346372	14.71	0.65	0.072	361.7	163.6	30	2606
1789757121	mux-tunnels-2-post	428768	44.95	0.68	0.056	443.0	242.6	101	4575
1789757157	mux-tunnels-2-settled	378156	47.17	0.50	0.044	443.0	256.8	103	4564
1789757176	mux-legs-2-pre	373620	48.50	0.52	0.058	443.0	171.9	105	4173
1789757379	mux-legs-2-post	422320	73.58	0.37	0.052	451.2	201.6	172	4346
1789757414	mux-legs-2-settled	422320	75.63	0.20	0.060	451.2	336.4	174	4363
