# transports mux-spread-3 was measured over; first_seen_row 0 = held at set start
# tp	type	remote_pk	first_seen_row
b414796d-14fc-080e-9ce6-a7162e3e562b	stcpr	022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	0
95839ad0-b588-0b1d-8475-45fba6ae993c	stcpr	0371ab4bcff7b121f4b91f6856d6740c6f9dc1fe716977850aeb5d84378b300a13	0
94d057c5-e6ca-029c-9d7e-effd8bf0ae91	stcpr	02926d7d7bfec1478cec4b24171749ad5b781a5943abfdafd48742fcff473736c4	0
6b8222d4-5229-08ad-85b5-5c20db9dbaad	squicr	0370325c94fd5e2f8e66bd6645d4f245407f6ef615fcd8f280d9bf2b1268dc476e	0
f1012467-de9d-09a9-8b49-62a43945c24b	stcpr	0281a102c82820e811368c8d028cf11b1a985043b726b1bcdb8fce89b27384b2cb	0
4fb69220-a33d-03a6-be37-bfe98e369b01	stcpr	0250e4d1b39a0360fb5d888324b8062bf57198a6fa5d7dda943b682652870b0a43	0
154f3450-a9fc-02ca-ba91-15d2a9c121d4	stcpr	026e46ba0a67dc128757854bdad0a119cbca957b3259d7a306f0e4a9de51dc7440	0
ff80b2d6-393c-079c-a08b-22281caecbd8	stcpr	02df363105d96ff2cb7d6e8ef50300a678182ff4c632838d4e036852d36dbbfdd2	0
a48f19b7-a0c1-0209-9c22-65b6d77a09a3	stcpr	0362aae9abdff59026a881fe1991e8262a2047c26842334b23744a942b2f298e0c	0
fdab37dd-c35e-05bc-9e51-cd6b024e3eec	stcpr	03f57e7cf26c0764c5ab659a606add056ddf8bfad4f5bc7e8613cad05e5f228adf	0
