# row	tp	sent_delta	recv_delta
1	95839ad0-b588-0b1d-8475-45fba6ae993c	888	10087061
1	legs	95839ad0	-
2	95839ad0-b588-0b1d-8475-45fba6ae993c	1012	10125433
2	legs	95839ad0	-
3	95839ad0-b588-0b1d-8475-45fba6ae993c	889	10098145
3	legs	95839ad0	-
4	95839ad0-b588-0b1d-8475-45fba6ae993c	890	10461159
4	legs	95839ad0	-
5	95839ad0-b588-0b1d-8475-45fba6ae993c	849	10070947
5	legs	95839ad0	-
6	95839ad0-b588-0b1d-8475-45fba6ae993c	10035376	674
6	legs	95839ad0	-
7	95839ad0-b588-0b1d-8475-45fba6ae993c	10078145	684
7	legs	95839ad0	-
8	95839ad0-b588-0b1d-8475-45fba6ae993c	10025841	634
8	legs	95839ad0	-
9	95839ad0-b588-0b1d-8475-45fba6ae993c	10043327	659
9	legs	95839ad0	-
10	95839ad0-b588-0b1d-8475-45fba6ae993c	10033972	609
10	legs	95839ad0	-
11	95839ad0-b588-0b1d-8475-45fba6ae993c	1760	50197701
11	legs	95839ad0	-
12	95839ad0-b588-0b1d-8475-45fba6ae993c	1853	50725581
12	legs	95839ad0	-
13	95839ad0-b588-0b1d-8475-45fba6ae993c	1563	50175933
13	legs	95839ad0	-
14	95839ad0-b588-0b1d-8475-45fba6ae993c	1799	50648182
14	legs	95839ad0	-
15	95839ad0-b588-0b1d-8475-45fba6ae993c	1617	50209222
15	legs	95839ad0	-
16	95839ad0-b588-0b1d-8475-45fba6ae993c	50308453	917
16	legs	95839ad0	-
17	95839ad0-b588-0b1d-8475-45fba6ae993c	50304605	443560
17	legs	95839ad0	-
18	95839ad0-b588-0b1d-8475-45fba6ae993c	50271428	959
18	legs	95839ad0	-
19	95839ad0-b588-0b1d-8475-45fba6ae993c	50401625	1058
19	legs	95839ad0	-
20	95839ad0-b588-0b1d-8475-45fba6ae993c	50283926	915
20	legs	95839ad0	-
# exit-side dc5330cf-5d85-0b70-88e9-e4ab169d17fd sent_delta=301485558 recv_delta=301799776 over the set
