# row	tp	sent_delta	recv_delta
1	2c4ae7a5-de55-0e09-bd14-7febf7d9f972	77	77
1	50cdb857-a262-0ae5-bf5b-5c93c8025b69	279	1008171
1	95839ad0-b588-0b1d-8475-45fba6ae993c	298	1846434
1	f1012467-de9d-09a9-8b49-62a43945c24b	705	1219528
1	fdab37dd-c35e-05bc-9e51-cd6b024e3eec	2229	6821140
1	legs	49174:fdab37dd,95839ad0 49175:50cdb857,f1012467 49176:f1012467 49178:fdab37dd 49179:2c4ae7a5 49180:ac40965a 49181:b414796d	-
2	2c4ae7a5-de55-0e09-bd14-7febf7d9f972	69	69
2	50cdb857-a262-0ae5-bf5b-5c93c8025b69	284	1079713
2	95839ad0-b588-0b1d-8475-45fba6ae993c	236	3233856
2	f1012467-de9d-09a9-8b49-62a43945c24b	859	3312034
2	fdab37dd-c35e-05bc-9e51-cd6b024e3eec	1707	3000827
2	legs	49174:fdab37dd,95839ad0 49175:50cdb857,f1012467 49176:f1012467 49178:fdab37dd 49179:2c4ae7a5 49180:ac40965a 49181:b414796d 49183:82eb4cb2	-
3	2c4ae7a5-de55-0e09-bd14-7febf7d9f972	37	37
3	50cdb857-a262-0ae5-bf5b-5c93c8025b69	302	413171
3	95839ad0-b588-0b1d-8475-45fba6ae993c	101	4874233
3	f1012467-de9d-09a9-8b49-62a43945c24b	562	1828869
3	fdab37dd-c35e-05bc-9e51-cd6b024e3eec	1738	3428731
3	legs	49174:fdab37dd,95839ad0 49175:50cdb857,f1012467 49176:f1012467 49178:fdab37dd 49179:2c4ae7a5 49180:ac40965a 49181:b414796d	-
4	2c4ae7a5-de55-0e09-bd14-7febf7d9f972	69	69
4	50cdb857-a262-0ae5-bf5b-5c93c8025b69	308	393917
4	95839ad0-b588-0b1d-8475-45fba6ae993c	220	5561724
4	f1012467-de9d-09a9-8b49-62a43945c24b	412	2045171
4	fdab37dd-c35e-05bc-9e51-cd6b024e3eec	2059	3410717
4	legs	49174:fdab37dd,95839ad0 49175:50cdb857,f1012467 49176:f1012467 49178:fdab37dd 49179:2c4ae7a5 49180:ac40965a 49181:b414796d	-
5	2c4ae7a5-de55-0e09-bd14-7febf7d9f972	69	69
5	50cdb857-a262-0ae5-bf5b-5c93c8025b69	395	525189
5	95839ad0-b588-0b1d-8475-45fba6ae993c	55	53
5	f1012467-de9d-09a9-8b49-62a43945c24b	347	1749638
5	fdab37dd-c35e-05bc-9e51-cd6b024e3eec	1403	8039962
5	legs	49174:fdab37dd,95839ad0 49175:50cdb857,f1012467 49176:f1012467 49178:fdab37dd 49179:2c4ae7a5 49180:ac40965a 49181:b414796d	-
6	2c4ae7a5-de55-0e09-bd14-7febf7d9f972	37	37
6	50cdb857-a262-0ae5-bf5b-5c93c8025b69	18	50
6	95839ad0-b588-0b1d-8475-45fba6ae993c	7505567	1205
6	f1012467-de9d-09a9-8b49-62a43945c24b	232	250
6	fdab37dd-c35e-05bc-9e51-cd6b024e3eec	111	997
6	legs	49174:fdab37dd,95839ad0 49175:50cdb857,f1012467 49176:f1012467 49178:fdab37dd 49179:2c4ae7a5 49180:ac40965a 49181:b414796d	-
7	2c4ae7a5-de55-0e09-bd14-7febf7d9f972	185	192678
7	50cdb857-a262-0ae5-bf5b-5c93c8025b69	99	167418
7	95839ad0-b588-0b1d-8475-45fba6ae993c	7092036	449420
7	f1012467-de9d-09a9-8b49-62a43945c24b	413	428229
7	fdab37dd-c35e-05bc-9e51-cd6b024e3eec	4479381	5565
7	legs	49174:fdab37dd,95839ad0 49175:50cdb857,f1012467 49176:f1012467 49178:fdab37dd 49179:2c4ae7a5 49180:ac40965a 49181:b414796d 49184:797a3969	-
8	2c4ae7a5-de55-0e09-bd14-7febf7d9f972	69	69
8	50cdb857-a262-0ae5-bf5b-5c93c8025b69	158	785
8	95839ad0-b588-0b1d-8475-45fba6ae993c	1255929	607
8	f1012467-de9d-09a9-8b49-62a43945c24b	7505488	1387
8	fdab37dd-c35e-05bc-9e51-cd6b024e3eec	1245971	292
8	legs	49174:fdab37dd,95839ad0 49175:50cdb857,f1012467 49176:f1012467 49178:fdab37dd 49179:2c4ae7a5 49180:ac40965a 49181:b414796d 49184:797a3969	-
9	2c4ae7a5-de55-0e09-bd14-7febf7d9f972	172	69742
9	50cdb857-a262-0ae5-bf5b-5c93c8025b69	1022	988895
9	95839ad0-b588-0b1d-8475-45fba6ae993c	859	40993107
9	f1012467-de9d-09a9-8b49-62a43945c24b	726	6789890
9	fdab37dd-c35e-05bc-9e51-cd6b024e3eec	4070	3957225
9	legs	49174:fdab37dd,95839ad0 49175:50cdb857,f1012467 49176:f1012467 49178:fdab37dd 49179:2c4ae7a5 49180:ac40965a 49181:b414796d 49184:797a3969	-
10	2c4ae7a5-de55-0e09-bd14-7febf7d9f972	106	106
10	50cdb857-a262-0ae5-bf5b-5c93c8025b69	635	1480935
10	95839ad0-b588-0b1d-8475-45fba6ae993c	139	19687098
10	f1012467-de9d-09a9-8b49-62a43945c24b	1708	9065013
10	fdab37dd-c35e-05bc-9e51-cd6b024e3eec	8176	36268926
10	legs	49174:fdab37dd,95839ad0 49175:50cdb857,f1012467 49176:f1012467 49178:fdab37dd 49179:2c4ae7a5 49180:ac40965a 49181:b414796d 49184:797a3969	-
11	2c4ae7a5-de55-0e09-bd14-7febf7d9f972	133	69
11	50cdb857-a262-0ae5-bf5b-5c93c8025b69	853	1546513
11	95839ad0-b588-0b1d-8475-45fba6ae993c	54	10544159
