# row	tp	sent_delta	recv_delta
1	fdab37dd-c35e-05bc-9e51-cd6b024e3eec	1283	7983320
1	95839ad0-b588-0b1d-8475-45fba6ae993c	1	2033038
1	legs	49160:fdab37dd,95839ad0	-
2	fdab37dd-c35e-05bc-9e51-cd6b024e3eec	1454	7259497
2	95839ad0-b588-0b1d-8475-45fba6ae993c	1	2756945
2	legs	49160:fdab37dd,95839ad0	-
3	fdab37dd-c35e-05bc-9e51-cd6b024e3eec	10016775	548
3	95839ad0-b588-0b1d-8475-45fba6ae993c	49	103
3	legs	49160:fdab37dd,95839ad0	-
4	fdab37dd-c35e-05bc-9e51-cd6b024e3eec	9678686	1160
4	95839ad0-b588-0b1d-8475-45fba6ae993c	436017	0
4	legs	49160:fdab37dd,95839ad0	-
5	fdab37dd-c35e-05bc-9e51-cd6b024e3eec	3356	45715008
5	95839ad0-b588-0b1d-8475-45fba6ae993c	245	4791689
5	legs	49160:fdab37dd,95839ad0	-
6	fdab37dd-c35e-05bc-9e51-cd6b024e3eec	3125	34913931
6	95839ad0-b588-0b1d-8475-45fba6ae993c	1	15654949
6	legs	49160:fdab37dd,95839ad0	-
7	fdab37dd-c35e-05bc-9e51-cd6b024e3eec	8845124	4528
7	95839ad0-b588-0b1d-8475-45fba6ae993c	47756150	156
7	legs	49160:fdab37dd,95839ad0	-
8	fdab37dd-c35e-05bc-9e51-cd6b024e3eec	37626993	161818
8	95839ad0-b588-0b1d-8475-45fba6ae993c	12649753	486741
8	legs	49160:fdab37dd,95839ad0	-
# rg src_port before=49160 after=49160 constant
