# set	rows	fwd_pass	fwd_fail	fwd_info	dominant_fwd_leg	dominant_kind	rev_pass	rev_fail	rev_info	max_rev_fanout	flips	flip_rows
mux-legs-2	16	3	9	4	f1012467	other	5	0	11	2	1	14
mux-spread-3	8	4	0	4	c2ee64dc	lowest-latency	5	0	3	3	3	6,7,8
mux-standby-32	20	1	0	19	b414796d	direct+lowest-latency	4	1	15	3	5	6,11,16,19,20
mux-tunnels-2	16	0	8	8	f1012467	other	5	0	11	3	4	3,6,9,14
