# ts	label	rss_anon_kb	cpu_s	load1	idle_cps	sys_mb	heap_alloc_mb	num_gc	goroutines
1789683220	warmup	368532	10.61	0.22	0.042	353.6	228.9	18	2132
1789683226	mux-tunnels-2-pre	368532	10.97	0.41	0.060	353.6	273.3	18	2179
1789683424	mux-tunnels-2-post	434680	31.73	0.16	0.076	422.2	318.5	66	3884
1789683461	mux-tunnels-2-settled	416248	34.52	0.08	0.066	422.4	299.2	68	4086
1789683485	mux-legs-2-pre	417656	36.34	0.06	0.058	423.5	204.4	70	4174
1789683638	mux-legs-2-post	419884	55.71	0.55	0.056	443.9	224.0	115	4614
1789683674	mux-legs-2-settled	429484	58.11	0.43	0.084	443.9	200.8	117	4643
