# ts	label	rss_anon_kb	cpu_s	load1	idle_cps	sys_mb	heap_alloc_mb	num_gc	goroutines
1789755121	warmup	412084	26.54	0.09	0.092	419.0	183.9	38	3815
1789755127	mux-tunnels-2-pre	412084	26.98	0.09	0.072	419.0	227.4	38	3835
1789755537	mux-tunnels-2-post	430456	62.62	0.10	0.078	496.1	186.5	91	5098
1789755574	mux-tunnels-2-settled	413904	65.42	0.05	0.066	496.1	222.4	93	5129
1789755595	mux-legs-2-pre	413904	66.81	0.03	0.048	496.1	208.1	94	4701
1789755835	mux-legs-2-post	470340	96.70	0.34	0.098	496.1	284.2	159	4855
1789755871	mux-legs-2-settled	419444	98.99	0.19	0.056	496.1	275.1	160	4883
