1	[{"rg":49170,"recovery":{"write_seq":41,"retx_held":0,"retx_min_seq":0,"retx_max_seq":0,"retx_sent":1,"retx_skipped_missing":0,"retx_req_sack":0,"retx_req_hol":0,"retx_req_flush":0,"retx_send_errors":0,"send_window_waits":0,"send_window_timeouts":0,"tlp_probes":1,"sacks_recv":18,"last_sack_recv_ms_ago":833.543398,"last_sack_recv_contig":40,"reorder_next_seq":676,"reorder_pending":0,"gap_age_ms":0,"sacks_sent":52,"sack_send_errors":0,"last_sack_sent_ms_ago":833.647674,"wedge_ticks":0,"wedges":0,"longest_wedge_ms":0}}]
2	[{"rg":49170,"recovery":{"write_seq":51,"retx_held":0,"retx_min_seq":0,"retx_max_seq":0,"retx_sent":1,"retx_skipped_missing":0,"retx_req_sack":0,"retx_req_hol":0,"retx_req_flush":0,"retx_send_errors":0,"send_window_waits":0,"send_window_timeouts":0,"tlp_probes":1,"sacks_recv":22,"last_sack_recv_ms_ago":885.606667,"last_sack_recv_contig":50,"reorder_next_seq":1297,"reorder_pending":0,"gap_age_ms":0,"sacks_sent":104,"sack_send_errors":0,"last_sack_sent_ms_ago":858.537619,"wedge_ticks":0,"wedges":0,"longest_wedge_ms":0}}]
3	[{"rg":49170,"recovery":{"write_seq":60,"retx_held":0,"retx_min_seq":0,"retx_max_seq":0,"retx_sent":1,"retx_skipped_missing":0,"retx_req_sack":0,"retx_req_hol":0,"retx_req_flush":0,"retx_send_errors":0,"send_window_waits":0,"send_window_timeouts":0,"tlp_probes":1,"sacks_recv":26,"last_sack_recv_ms_ago":908.20114,"last_sack_recv_contig":59,"reorder_next_seq":1917,"reorder_pending":0,"gap_age_ms":0,"sacks_sent":163,"sack_send_errors":0,"last_sack_sent_ms_ago":889.790572,"wedge_ticks":0,"wedges":0,"longest_wedge_ms":0}}]
4	[{"rg":49170,"recovery":{"write_seq":69,"retx_held":0,"retx_min_seq":0,"retx_max_seq":0,"retx_sent":1,"retx_skipped_missing":0,"retx_req_sack":0,"retx_req_hol":0,"retx_req_flush":0,"retx_send_errors":0,"send_window_waits":0,"send_window_timeouts":0,"tlp_probes":1,"sacks_recv":31,"last_sack_recv_ms_ago":965.474398,"last_sack_recv_contig":68,"reorder_next_seq":2535,"reorder_pending":0,"gap_age_ms":0,"sacks_sent":204,"sack_send_errors":0,"last_sack_sent_ms_ago":965.39077,"wedge_ticks":0,"wedges":0,"longest_wedge_ms":0}}]
5	[{"rg":49170,"recovery":{"write_seq":79,"retx_held":0,"retx_min_seq":0,"retx_max_seq":0,"retx_sent":1,"retx_skipped_missing":0,"retx_req_sack":0,"retx_req_hol":0,"retx_req_flush":0,"retx_send_errors":0,"send_window_waits":0,"send_window_timeouts":0,"tlp_probes":1,"sacks_recv":36,"last_sack_recv_ms_ago":555.672833,"last_sack_recv_contig":78,"reorder_next_seq":3156,"reorder_pending":0,"gap_age_ms":0,"sacks_sent":247,"sack_send_errors":0,"last_sack_sent_ms_ago":567.507848,"wedge_ticks":0,"wedges":0,"longest_wedge_ms":0}}]
6	[{"rg":49170,"recovery":{"write_seq":699,"retx_held":0,"retx_min_seq":0,"retx_max_seq":0,"retx_sent":167,"retx_skipped_missing":0,"retx_req_sack":105,"retx_req_hol":68,"retx_req_flush":0,"retx_send_errors":0,"send_window_waits":0,"send_window_timeouts":0,"tlp_probes":2,"sacks_recv":95,"last_sack_recv_ms_ago":1947.389167,"last_sack_recv_contig":698,"reorder_next_seq":3167,"reorder_pending":0,"gap_age_ms":0,"sacks_sent":252,"sack_send_errors":0,"last_sack_sent_ms_ago":1947.395623,"wedge_ticks":0,"wedges":0,"longest_wedge_ms":0}}]
7	[{"rg":49170,"recovery":{"write_seq":1322,"retx_held":0,"retx_min_seq":0,"retx_max_seq":0,"retx_sent":169,"retx_skipped_missing":0,"retx_req_sack":105,"retx_req_hol":70,"retx_req_flush":0,"retx_send_errors":0,"send_window_waits":0,"send_window_timeouts":0,"tlp_probes":2,"sacks_recv":125,"last_sack_recv_ms_ago":1487.113825,"last_sack_recv_contig":1321,"reorder_next_seq":3179,"reorder_pending":0,"gap_age_ms":0,"sacks_sent":259,"sack_send_errors":0,"last_sack_sent_ms_ago":1482.702034,"wedge_ticks":0,"wedges":0,"longest_wedge_ms":0}}]
8	[{"rg":49170,"recovery":{"write_seq":1952,"retx_held":0,"retx_min_seq":0,"retx_max_seq":0,"retx_sent":507,"retx_skipped_missing":0,"retx_req_sack":415,"retx_req_hol":104,"retx_req_flush":0,"retx_send_errors":0,"send_window_waits":2,"send_window_timeouts":0,"tlp_probes":2,"sacks_recv":184,"last_sack_recv_ms_ago":1989.853905,"last_sack_recv_contig":1951,"reorder_next_seq":3190,"reorder_pending":0,"gap_age_ms":0,"sacks_sent":265,"sack_send_errors":0,"last_sack_sent_ms_ago":1986.953071,"wedge_ticks":0,"wedges":0,"longest_wedge_ms":0}}]
9	[{"rg":49170,"recovery":{"write_seq":2591,"retx_held":0,"retx_min_seq":0,"retx_max_seq":0,"retx_sent":513,"retx_skipped_missing":0,"retx_req_sack":415,"retx_req_hol":110,"retx_req_flush":0,"retx_send_errors":0,"send_window_waits":2,"send_window_timeouts":0,"tlp_probes":2,"sacks_recv":225,"last_sack_recv_ms_ago":2021.387595,"last_sack_recv_contig":2590,"reorder_next_seq":3202,"reorder_pending":0,"gap_age_ms":0,"sacks_sent":270,"sack_send_errors":0,"last_sack_sent_ms_ago":2036.342726,"wedge_ticks":0,"wedges":0,"longest_wedge_ms":0}}]
10	[{"rg":49170,"recovery":{"write_seq":3229,"retx_held":0,"retx_min_seq":0,"retx_max_seq":0,"retx_sent":516,"retx_skipped_missing":0,"retx_req_sack":415,"retx_req_hol":113,"retx_req_flush":0,"retx_send_errors":0,"send_window_waits":2,"send_window_timeouts":0,"tlp_probes":2,"sacks_recv":250,"last_sack_recv_ms_ago":1209.090001,"last_sack_recv_contig":3228,"reorder_next_seq":3213,"reorder_pending":0,"gap_age_ms":0,"sacks_sent":276,"sack_send_errors":0,"last_sack_sent_ms_ago":1204.244014,"wedge_ticks":0,"wedges":0,"longest_wedge_ms":0}}]
