11	[{"rg":49170,"recovery":{"write_seq":3243,"retx_held":0,"retx_min_seq":0,"retx_max_seq":0,"retx_sent":516,"retx_skipped_missing":0,"retx_req_sack":415,"retx_req_hol":113,"retx_req_flush":0,"retx_send_errors":0,"send_window_waits":2,"send_window_timeouts":0,"tlp_probes":2,"sacks_recv":263,"last_sack_recv_ms_ago":1068.915226,"last_sack_recv_contig":3242,"reorder_next_seq":6276,"reorder_pending":0,"gap_age_ms":0,"sacks_sent":376,"sack_send_errors":0,"last_sack_sent_ms_ago":1053.672262,"wedge_ticks":0,"wedges":0,"longest_wedge_ms":0}}]
12	[{"rg":49170,"recovery":{"write_seq":3256,"retx_held":0,"retx_min_seq":0,"retx_max_seq":0,"retx_sent":516,"retx_skipped_missing":0,"retx_req_sack":415,"retx_req_hol":113,"retx_req_flush":0,"retx_send_errors":0,"send_window_waits":2,"send_window_timeouts":0,"tlp_probes":2,"sacks_recv":272,"last_sack_recv_ms_ago":1958.803741,"last_sack_recv_contig":3255,"reorder_next_seq":9338,"reorder_pending":0,"gap_age_ms":0,"sacks_sent":564,"sack_send_errors":0,"last_sack_sent_ms_ago":1950.127259,"wedge_ticks":0,"wedges":0,"longest_wedge_ms":0}}]
13	[{"rg":49170,"recovery":{"write_seq":3270,"retx_held":0,"retx_min_seq":0,"retx_max_seq":0,"retx_sent":516,"retx_skipped_missing":0,"retx_req_sack":415,"retx_req_hol":113,"retx_req_flush":0,"retx_send_errors":0,"send_window_waits":2,"send_window_timeouts":0,"tlp_probes":2,"sacks_recv":282,"last_sack_recv_ms_ago":1003.276776,"last_sack_recv_contig":3269,"reorder_next_seq":12401,"reorder_pending":0,"gap_age_ms":0,"sacks_sent":702,"sack_send_errors":0,"last_sack_sent_ms_ago":1003.195644,"wedge_ticks":0,"wedges":0,"longest_wedge_ms":0}}]
14	[{"rg":49170,"recovery":{"write_seq":3284,"retx_held":0,"retx_min_seq":0,"retx_max_seq":0,"retx_sent":516,"retx_skipped_missing":0,"retx_req_sack":415,"retx_req_hol":113,"retx_req_flush":0,"retx_send_errors":0,"send_window_waits":2,"send_window_timeouts":0,"tlp_probes":2,"sacks_recv":291,"last_sack_recv_ms_ago":1122.307012,"last_sack_recv_contig":3283,"reorder_next_seq":15464,"reorder_pending":0,"gap_age_ms":0,"sacks_sent":845,"sack_send_errors":0,"last_sack_sent_ms_ago":1123.699236,"wedge_ticks":0,"wedges":0,"longest_wedge_ms":0}}]
15	[{"rg":49170,"recovery":{"write_seq":3297,"retx_held":0,"retx_min_seq":0,"retx_max_seq":0,"retx_sent":516,"retx_skipped_missing":0,"retx_req_sack":415,"retx_req_hol":113,"retx_req_flush":0,"retx_send_errors":0,"send_window_waits":2,"send_window_timeouts":0,"tlp_probes":2,"sacks_recv":300,"last_sack_recv_ms_ago":1017.578538,"last_sack_recv_contig":3296,"reorder_next_seq":18528,"reorder_pending":0,"gap_age_ms":0,"sacks_sent":993,"sack_send_errors":0,"last_sack_sent_ms_ago":1028.826248,"wedge_ticks":0,"wedges":0,"longest_wedge_ms":0}}]
16	[{"rg":49170,"recovery":{"write_seq":6360,"retx_held":0,"retx_min_seq":0,"retx_max_seq":0,"retx_sent":524,"retx_skipped_missing":0,"retx_req_sack":415,"retx_req_hol":121,"retx_req_flush":0,"retx_send_errors":0,"send_window_waits":2,"send_window_timeouts":0,"tlp_probes":2,"sacks_recv":374,"last_sack_recv_ms_ago":879.88722,"last_sack_recv_contig":6359,"reorder_next_seq":18544,"reorder_pending":0,"gap_age_ms":0,"sacks_sent":1003,"sack_send_errors":0,"last_sack_sent_ms_ago":878.76125,"wedge_ticks":0,"wedges":0,"longest_wedge_ms":0}}]
17	[{"rg":49170,"recovery":{"write_seq":9422,"retx_held":0,"retx_min_seq":0,"retx_max_seq":0,"retx_sent":524,"retx_skipped_missing":0,"retx_req_sack":415,"retx_req_hol":121,"retx_req_flush":0,"retx_send_errors":0,"send_window_waits":2,"send_window_timeouts":0,"tlp_probes":2,"sacks_recv":457,"last_sack_recv_ms_ago":872.27245,"last_sack_recv_contig":9421,"reorder_next_seq":18559,"reorder_pending":0,"gap_age_ms":0,"sacks_sent":1013,"sack_send_errors":0,"last_sack_sent_ms_ago":858.680084,"wedge_ticks":0,"wedges":0,"longest_wedge_ms":0}}]
18	[{"rg":49170,"recovery":{"write_seq":12581,"retx_held":0,"retx_min_seq":0,"retx_max_seq":0,"retx_sent":524,"retx_skipped_missing":0,"retx_req_sack":415,"retx_req_hol":121,"retx_req_flush":0,"retx_send_errors":0,"send_window_waits":2,"send_window_timeouts":0,"tlp_probes":2,"sacks_recv":551,"last_sack_recv_ms_ago":804.387926,"last_sack_recv_contig":12580,"reorder_next_seq":18575,"reorder_pending":0,"gap_age_ms":0,"sacks_sent":1024,"sack_send_errors":0,"last_sack_sent_ms_ago":803.180621,"wedge_ticks":0,"wedges":0,"longest_wedge_ms":0}}]
19	[{"rg":49170,"recovery":{"write_seq":15643,"retx_held":0,"retx_min_seq":0,"retx_max_seq":0,"retx_sent":741,"retx_skipped_missing":0,"retx_req_sack":623,"retx_req_hol":131,"retx_req_flush":0,"retx_send_errors":0,"send_window_waits":2,"send_window_timeouts":0,"tlp_probes":2,"sacks_recv":658,"last_sack_recv_ms_ago":953.357443,"last_sack_recv_contig":15642,"reorder_next_seq":18590,"reorder_pending":0,"gap_age_ms":0,"sacks_sent":1034,"sack_send_errors":0,"last_sack_sent_ms_ago":955.44955,"wedge_ticks":0,"wedges":0,"longest_wedge_ms":0}}]
20	[{"rg":49170,"recovery":{"write_seq":18704,"retx_held":0,"retx_min_seq":0,"retx_max_seq":0,"retx_sent":747,"retx_skipped_missing":0,"retx_req_sack":624,"retx_req_hol":137,"retx_req_flush":0,"retx_send_errors":0,"send_window_waits":2,"send_window_timeouts":0,"tlp_probes":2,"sacks_recv":749,"last_sack_recv_ms_ago":845.262307,"last_sack_recv_contig":18703,"reorder_next_seq":18606,"reorder_pending":0,"gap_age_ms":0,"sacks_sent":1046,"sack_send_errors":0,"last_sack_sent_ms_ago":845.169621,"wedge_ticks":0,"wedges":0,"longest_wedge_ms":0}}]
# exit	[{"rg":49170,"recovery":{"write_seq":18606,"retx_held":0,"retx_min_seq":0,"retx_max_seq":0,"retx_sent":1330,"retx_skipped_missing":0,"retx_req_sack":974,"retx_req_hol":386,"retx_req_flush":0,"retx_send_errors":0,"send_window_waits":120,"send_window_timeouts":12,"tlp_probes":3,"sacks_recv":1046,"last_sack_recv_ms_ago":2896.160807,"last_sack_recv_contig":18605,"reorder_next_seq":18704,"reorder_pending":0,"gap_age_ms":0,"sacks_sent":749,"sack_send_errors":0,"last_sack_sent_ms_ago":3047.883627,"wedge_ticks":0,"wedges":0,"longest_wedge_ms":0},"legs":[{"tp":"7420f415","standby":false,"retransmits":1203,"dup_bytes":9514032,"ack_delay_ms":613.4612829983352},{"tp":"dc5330cf","standby":false,"retransmits":127,"dup_bytes":11903390,"ack_delay_ms":942.2963361373739}]}]
