# ts	label	rss_anon_kb	cpu_s	load1	idle_cps	sys_mb	heap_alloc_mb	num_gc	goroutines
1790166828	warmup	434276	33.48	0.18	0.036	542.5	208.5	58	4866
1790166834	mux-legs-2-pre	434276	33.93	0.16	0.064	542.5	202.6	59	4889
1790167046	mux-legs-2-post	459504	61.76	0.52	0.064	543.0	204.1	136	5146
1790167082	mux-legs-2-settled	411216	65.04	0.36	0.042	543.0	184.4	142	5217
