# ts	label	rss_anon_kb	cpu_s	load1	idle_cps	sys_mb	heap_alloc_mb	num_gc	goroutines
1789678776	warmup	370088	8.28	0.10	0.050	353.1	274.3	19	1768
1789678782	mux-tunnels-2-pre	335472	8.71	0.09	0.080	353.1	247.9	20	1829
1789678935	mux-tunnels-2-post	400604	21.41	0.21	0.054	394.1	255.8	47	3367
1789678971	mux-tunnels-2-settled	379336	23.72	0.12	0.050	394.1	235.3	49	3616
1789678997	mux-legs-2-pre	370468	25.22	0.26	0.054	394.1	245.1	50	3652
1789679112	mux-legs-2-post	419796	36.67	0.45	0.106	414.8	243.0	75	4172
1789679148	mux-legs-2-settled	413020	38.89	0.43	0.066	415.3	175.4	77	4203
