# ts	label	rss_anon_kb	cpu_s	load1	idle_cps	sys_mb	heap_alloc_mb	num_gc	goroutines
1789735345	warmup	346460	8.54	0.24	0.046	329.1	190.0	17	1720
1789735351	mux-legs-2-pre	346460	8.76	0.20	0.038	329.1	197.8	17	1750
1789735577	mux-legs-2-post	384580	32.61	0.03	0.044	381.9	211.6	90	3010
1789735613	mux-legs-2-settled	385604	34.74	0.10	0.056	383.0	267.4	92	3223
1789735686	mux-compose-T2xL2-pre	387268	39.69	0.02	0.064	383.2	253.3	97	3761
1789736296	mux-compose-T2xL2-post	443268	99.88	0.12	0.056	456.1	252.6	234	4512
1789736332	mux-compose-T2xL2-settled	444932	101.95	0.11	0.060	456.1	330.9	235	4529
