# row	tp	sent_delta	recv_delta
1	2c4ae7a5-de55-0e09-bd14-7febf7d9f972	291	180921
1	50cdb857-a262-0ae5-bf5b-5c93c8025b69	192	1301956
1	93139b56-acc0-00e5-8ca0-cd0bad229d62	938	1981743
1	95839ad0-b588-0b1d-8475-45fba6ae993c	809	4817778
1	ac40965a-bc99-01e4-a2c9-c26b76db013b	1334	3051165
1	f1012467-de9d-09a9-8b49-62a43945c24b	975	3700087
1	fdab37dd-c35e-05bc-9e51-cd6b024e3eec	294	150252
1	legs	49161:95839ad0,f1012467 49162:ac40965a,50cdb857 49163:f1012467 49164:fdab37dd 49165:ac40965a 49166:2c4ae7a5 49167:50cdb857 49168:93139b56	-
2	2c4ae7a5-de55-0e09-bd14-7febf7d9f972	74	106
2	50cdb857-a262-0ae5-bf5b-5c93c8025b69	86	954213
2	93139b56-acc0-00e5-8ca0-cd0bad229d62	77	77
2	95839ad0-b588-0b1d-8475-45fba6ae993c	1091	7455638
2	ac40965a-bc99-01e4-a2c9-c26b76db013b	879	1123936
2	f1012467-de9d-09a9-8b49-62a43945c24b	1272	6417460
2	fdab37dd-c35e-05bc-9e51-cd6b024e3eec	69	69
2	legs	49161:95839ad0,f1012467 49162:ac40965a,50cdb857 49163:f1012467 49164:fdab37dd 49165:ac40965a 49166:2c4ae7a5 49167:50cdb857 49168:93139b56	-
3	2c4ae7a5-de55-0e09-bd14-7febf7d9f972	111	106
3	50cdb857-a262-0ae5-bf5b-5c93c8025b69	109	380535
3	93139b56-acc0-00e5-8ca0-cd0bad229d62	37	37
3	95839ad0-b588-0b1d-8475-45fba6ae993c	773	2160453
3	ac40965a-bc99-01e4-a2c9-c26b76db013b	834	1769400
3	f1012467-de9d-09a9-8b49-62a43945c24b	1482	6739755
3	fdab37dd-c35e-05bc-9e51-cd6b024e3eec	172	149303
3	legs	49161:95839ad0,f1012467 49162:ac40965a,50cdb857 49163:f1012467 49164:fdab37dd 49165:ac40965a 49166:2c4ae7a5 49167:50cdb857 49168:93139b56	-
4	2c4ae7a5-de55-0e09-bd14-7febf7d9f972	7086	643436
4	50cdb857-a262-0ae5-bf5b-5c93c8025b69	107	369105
4	93139b56-acc0-00e5-8ca0-cd0bad229d62	941	2037270
4	95839ad0-b588-0b1d-8475-45fba6ae993c	704	1216807
4	ac40965a-bc99-01e4-a2c9-c26b76db013b	736	1703802
4	f1012467-de9d-09a9-8b49-62a43945c24b	942	5372572
4	fdab37dd-c35e-05bc-9e51-cd6b024e3eec	37	37
4	legs	49161:95839ad0,f1012467 49162:ac40965a,50cdb857 49163:f1012467 49164:fdab37dd 49165:ac40965a 49166:2c4ae7a5 49167:50cdb857 49168:93139b56	-
5	2c4ae7a5-de55-0e09-bd14-7febf7d9f972	238	1776
5	50cdb857-a262-0ae5-bf5b-5c93c8025b69	155	4285
