# row	tp	sent_delta	recv_delta
1	f1012467-de9d-09a9-8b49-62a43945c24b	641	10016409
1	legs	f1012467	-
2	f1012467-de9d-09a9-8b49-62a43945c24b	410	10016441
2	legs	f1012467	-
3	f1012467-de9d-09a9-8b49-62a43945c24b	393	10016461
3	legs	f1012467	-
4	f1012467-de9d-09a9-8b49-62a43945c24b	10016418	698
4	legs	f1012467	-
5	f1012467-de9d-09a9-8b49-62a43945c24b	10016354	604
5	legs	f1012467	-
6	f1012467-de9d-09a9-8b49-62a43945c24b	10016770	604
6	legs	f1012467	-
7	f1012467-de9d-09a9-8b49-62a43945c24b	1178	50495665
7	legs	f1012467	-
8	f1012467-de9d-09a9-8b49-62a43945c24b	748	50079958
8	legs	f1012467	-
9	f1012467-de9d-09a9-8b49-62a43945c24b	882	50080126
9	legs	f1012467	-
10	f1012467-de9d-09a9-8b49-62a43945c24b	50079854	967
10	legs	f1012467	-
11	f1012467-de9d-09a9-8b49-62a43945c24b	50082574	417383
11	legs	f1012467	-
12	f1012467-de9d-09a9-8b49-62a43945c24b	50082347	939
12	legs	f1012467	-
# exit-side 57c570d9-d718-01f6-a458-7cd9b5f8f1dc sent_delta=180294448 recv_delta=180298509 over the set
