# row	tp_id	first_hop_pk	ts	rg	chosen_by	cut_ok	cut_at_s	bytes_before_cut	ttfb_after_s	goodput_before_Bps	goodput_after_Bps	restored
11	95839ad0-b588-0b1d-8475-45fba6ae993c	0371ab4bcff7b121f4b91f6856d6740c6f9dc1fe716977850aeb5d84378b300a13	2026-09-18T12:04:36Z	49234	tunnel_role=active, busiest by carrier-growth	1	5.180	48955392	-	9450848	9083548	1
