# transports mux-spread-3 was measured over; first_seen_row 0 = held at set start
# tp	type	remote_pk	first_seen_row
b414796d-14fc-080e-9ce6-a7162e3e562b	stcpr	022716fba0f9a5d46ae7b8a4412296847d63d96c763d49068e851e9be7542080b1	0
bf9b0de8-37e1-09ba-b743-0c529ae98372	stcpr	026a913078651938783e19416a2de99c924df209e28512da2a571868c989bf3822	1
a94550f5-5ffd-06af-a17b-d337af066557	stcpr	025cc9b7ba632d57c12ccad1eb31c47a942dede14d1e174ac6c19a4988abb200c0	1
f1012467-de9d-09a9-8b49-62a43945c24b	stcpr	0281a102c82820e811368c8d028cf11b1a985043b726b1bcdb8fce89b27384b2cb	1
e5f24143-49cd-0bc6-b5d3-6087f8ac969e	stcpr	024a37bae69d6be2ec51eeb9d2b7e99073c30153d06896032f5bd3c09ca843bdb9	1
57787a56-5159-011c-a8fa-e0864daf8710	stcpr	039a6d1e3c237f5f05b78ec19e9f31a007f84835d7ef1e812876102281d1db74c1	1
0585f299-63de-0cbb-879d-51ad3ecf42d4	stcpr	026611a9dcc29f231169893e3f4db401d74f8c49c7f53fc329ced99b63c9d43caf	1
b71ddf99-3454-0def-8e91-03c47857d1a8	stcpr	0328947fced4d4b7beb65a6ef60d579e42d7976168c292cbd6d28b5b8bdc85757f	1
95839ad0-b588-0b1d-8475-45fba6ae993c	stcpr	0371ab4bcff7b121f4b91f6856d6740c6f9dc1fe716977850aeb5d84378b300a13	1
54999ec3-58fa-008e-ae0d-1c4f66a6c837	stcpr	0276161280817ad1cd3d637f5396f2b937f1973ba24d37ecf199085fe75166c28a	1
c2ee64dc-2e0e-098e-b60d-27bc36a5d24d	stcpr	02ea1b80411ef28514056466bf11d8a7b7fcdcf4a964ebd874f8bd9fd74e81eda2	1
5e54c3c1-a1f8-0d29-ab8c-622323915925	stcpr	03972edf4a2a08aaa4659428e71c9297b5218d0b50a9693edad3ede1eea68dc29b	1
d652e2b5-ba67-013d-8d2b-552d71d08194	stcpr	0249e37beff540c44c280f2a38eedf3b9fb9529dde0c14102d9f65234de51e9a2b	1
ac8a230e-85fc-06bf-a585-d6d7e6625690	stcpr	03a8eb9a13dc2e7e369d6960b0fdd5324caed238c17824a7a23812088abe37085d	1
94729aa0-2229-0e60-bfd2-a4eb264ac393	stcpr	022d2e9ff0ab2b5ad03851b07a61c32b403570423a2b5a4567e2f4d2aabcd1119d	1
5157fdc8-9f58-0f34-8fc4-dd61cad4c892	stcpr	03360da779493433e9ae8e103ac1c0baf6973982f93bd3cf326e4b18f9fda666cb	1
a58835c2-e31e-002b-a73b-31700a6ff81b	stcpr	039c90460398ddf19b4dc153878599e924feb54e016bd0f7ed404d174965e31d74	1
c15f0beb-8c76-0b97-96eb-76dd431e432f	stcpr	0322a57e4e7fabf8b3edfcccb91fcac97561b27c0d128542b1446a0a3bd06190bf	1
a6d5bfb2-2dbb-0f8d-8801-e5817bd47a0f	stcpr	02b65e1f9b56ae2ad8775c93761e6e9bb1f04fc18ff9ef8d9c780c2bc6d36dcc06	1
977b7c08-0d61-07e8-bf62-dda7f83ee199	stcpr	03e977883c41fca1e63a178398c46574b7ab8d4f381266c852242f473881c32337	1
77674aa7-3e6e-0637-ab10-68c38313960f	stcpr	0269fcc9891752f41850fd345affd7fb133522567f433658142fbefe1d6446d8cd	1
7c80edb8-937a-0f0e-a1a0-5fa00db9c22a	stcpr	022a2a1c5588bcb401377ca54dc2487ec4f2e41286a3d2aff4028facc7bfd6d9cc	1
475d59a5-ead9-0a4e-9914-bcd0c59eaba6	stcpr	02b1d9c56928f533ea9b309f8a53ed4807ee4e0193ef3c3a0234033313feceb8f2	1
c920a2a1-00f3-0579-8fc5-1ea8b9776d7e	stcpr	032a8b0c45954374e68701531c3672cca312a433b9c7951a4f1cd3e8932ea029e2	1
ebbe12da-5e6c-0a5f-9e08-5a130089fb89	stcpr	03bd764901d9dc1e982eed39634564625bd245f4e56b9dc7f11017c148264d9458	1
582c8788-2d1c-06e6-933a-f5e6d5fd323b	stcpr	039fc26e1088917d070659ecc0a233d96534a28842d996ae9c6531753613db7be0	1
fc2eaf78-f9b3-0ddb-9653-62ca655c1091	stcpr	03946b98fa081393f55cb5d130467c99de2267248a5bcadf570419feb18ad9d7b4	1
0d53f7b1-a4ed-07aa-b759-1e8d9b65a388	stcpr	021ed11eb6557e39fee1e2ef91671bced1483b6c15debc45be54a5f1e1c3c07659	1
6235595f-352f-0c63-b64e-e69236801e58	stcpr	037ef96f02ad3dbe63ff73596f8035e535dc08be5138ded83a0dc20e7d8093e320	1
c98cd4de-a817-03d5-b8ad-cf23d929e569	stcpr	03f82ff0d7ce318d14db5a8fb754741fa257ffcdb17c629879f854298e8fe85384	1
a18cfda5-d5ac-0482-bd47-d10ced35c1d7	stcpr	032fe1b4b0bf0207c10bc99cf64be4fdc15464981554e0cd58bf66f06960cd5fcc	1
