# ts	label	rss_anon_kb	cpu_s	load1	idle_cps	sys_mb	heap_alloc_mb	num_gc	goroutines
1789706205	warmup	384400	12.46	0.04	0.050	369.9	188.1	20	2387
1789706211	mux-tunnels-2-pre	384400	12.73	0.04	0.048	369.9	195.1	20	2455
1789706490	mux-tunnels-2-post	430396	42.94	0.30	0.084	443.3	270.3	91	4453
1789706526	mux-tunnels-2-settled	380912	45.29	0.22	0.052	443.3	304.6	93	4526
1789706965	mux-spread-3-pre	487816	81.38	0.08	0.056	521.0	409.4	143	4875
1789707167	mux-spread-3-post	538980	103.94	0.14	0.052	529.1	311.6	189	4991
1789707203	mux-spread-3-settled	506352	106.56	0.18	0.046	529.1	319.4	191	5021
