1	[{"rg":49169,"recovery":{"write_seq":152,"retx_held":0,"retx_min_seq":0,"retx_max_seq":0,"retx_sent":26,"retx_skipped_missing":0,"retx_req_sack":9,"retx_req_hol":5,"retx_req_flush":0,"retx_send_errors":0,"send_window_waits":2,"send_window_timeouts":0,"tlp_probes":17,"sacks_recv":30,"last_sack_recv_ms_ago":1257.502488,"last_sack_recv_contig":151,"reorder_next_seq":1056,"reorder_pending":0,"gap_age_ms":0,"sacks_sent":307,"sack_send_errors":0,"last_sack_sent_ms_ago":1256.344993,"wedge_ticks":0,"wedges":0,"longest_wedge_ms":0}}]
2	[{"rg":49169,"recovery":{"write_seq":192,"retx_held":0,"retx_min_seq":0,"retx_max_seq":0,"retx_sent":26,"retx_skipped_missing":0,"retx_req_sack":9,"retx_req_hol":5,"retx_req_flush":0,"retx_send_errors":0,"send_window_waits":2,"send_window_timeouts":0,"tlp_probes":17,"sacks_recv":36,"last_sack_recv_ms_ago":721.639095,"last_sack_recv_contig":191,"reorder_next_seq":1720,"reorder_pending":0,"gap_age_ms":0,"sacks_sent":370,"sack_send_errors":0,"last_sack_sent_ms_ago":684.950991,"wedge_ticks":0,"wedges":0,"longest_wedge_ms":0}}]
3	[{"rg":49169,"recovery":{"write_seq":240,"retx_held":5,"retx_min_seq":233,"retx_max_seq":239,"retx_sent":26,"retx_skipped_missing":0,"retx_req_sack":9,"retx_req_hol":5,"retx_req_flush":0,"retx_send_errors":0,"send_window_waits":2,"send_window_timeouts":0,"tlp_probes":17,"sacks_recv":44,"last_sack_recv_ms_ago":54.693598,"last_sack_recv_contig":232,"reorder_next_seq":2400,"reorder_pending":0,"gap_age_ms":0,"sacks_sent":428,"sack_send_errors":0,"last_sack_sent_ms_ago":62.08856,"wedge_ticks":0,"wedges":0,"longest_wedge_ms":0}}]
4	[{"rg":49169,"recovery":{"write_seq":280,"retx_held":0,"retx_min_seq":0,"retx_max_seq":0,"retx_sent":27,"retx_skipped_missing":0,"retx_req_sack":9,"retx_req_hol":5,"retx_req_flush":0,"retx_send_errors":0,"send_window_waits":2,"send_window_timeouts":0,"tlp_probes":18,"sacks_recv":53,"last_sack_recv_ms_ago":1152.210961,"last_sack_recv_contig":279,"reorder_next_seq":3072,"reorder_pending":0,"gap_age_ms":0,"sacks_sent":490,"sack_send_errors":0,"last_sack_sent_ms_ago":1271.053993,"wedge_ticks":0,"wedges":0,"longest_wedge_ms":0}}]
5	[{"rg":49169,"recovery":{"write_seq":320,"retx_held":0,"retx_min_seq":0,"retx_max_seq":0,"retx_sent":27,"retx_skipped_missing":0,"retx_req_sack":9,"retx_req_hol":5,"retx_req_flush":0,"retx_send_errors":0,"send_window_waits":2,"send_window_timeouts":0,"tlp_probes":18,"sacks_recv":59,"last_sack_recv_ms_ago":856.103451,"last_sack_recv_contig":319,"reorder_next_seq":3752,"reorder_pending":0,"gap_age_ms":0,"sacks_sent":543,"sack_send_errors":0,"last_sack_sent_ms_ago":836.986898,"wedge_ticks":0,"wedges":0,"longest_wedge_ms":0}}]
6	[{"rg":49169,"recovery":{"write_seq":1192,"retx_held":0,"retx_min_seq":0,"retx_max_seq":0,"retx_sent":498,"retx_skipped_missing":0,"retx_req_sack":344,"retx_req_hol":159,"retx_req_flush":0,"retx_send_errors":0,"send_window_waits":84,"send_window_timeouts":9,"tlp_probes":18,"sacks_recv":203,"last_sack_recv_ms_ago":1851.35827,"last_sack_recv_contig":1191,"reorder_next_seq":3808,"reorder_pending":0,"gap_age_ms":0,"sacks_sent":555,"sack_send_errors":0,"last_sack_sent_ms_ago":1850.196602,"wedge_ticks":0,"wedges":0,"longest_wedge_ms":0}}]
7	[{"rg":49169,"recovery":{"write_seq":1856,"retx_held":0,"retx_min_seq":0,"retx_max_seq":0,"retx_sent":506,"retx_skipped_missing":0,"retx_req_sack":344,"retx_req_hol":167,"retx_req_flush":0,"retx_send_errors":0,"send_window_waits":85,"send_window_timeouts":9,"tlp_probes":18,"sacks_recv":247,"last_sack_recv_ms_ago":1847.469168,"last_sack_recv_contig":1855,"reorder_next_seq":3856,"reorder_pending":0,"gap_age_ms":0,"sacks_sent":564,"sack_send_errors":0,"last_sack_sent_ms_ago":1850.623938,"wedge_ticks":0,"wedges":0,"longest_wedge_ms":0}}]
8	[{"rg":49169,"recovery":{"write_seq":2536,"retx_held":0,"retx_min_seq":0,"retx_max_seq":0,"retx_sent":513,"retx_skipped_missing":0,"retx_req_sack":344,"retx_req_hol":174,"retx_req_flush":0,"retx_send_errors":0,"send_window_waits":86,"send_window_timeouts":9,"tlp_probes":18,"sacks_recv":315,"last_sack_recv_ms_ago":1805.344132,"last_sack_recv_contig":2535,"reorder_next_seq":3912,"reorder_pending":0,"gap_age_ms":0,"sacks_sent":575,"sack_send_errors":0,"last_sack_sent_ms_ago":1814.316081,"wedge_ticks":0,"wedges":0,"longest_wedge_ms":0}}]
9	[{"rg":49169,"recovery":{"write_seq":3216,"retx_held":0,"retx_min_seq":0,"retx_max_seq":0,"retx_sent":523,"retx_skipped_missing":0,"retx_req_sack":344,"retx_req_hol":184,"retx_req_flush":0,"retx_send_errors":0,"send_window_waits":86,"send_window_timeouts":9,"tlp_probes":18,"sacks_recv":374,"last_sack_recv_ms_ago":1581.278927,"last_sack_recv_contig":3215,"reorder_next_seq":3960,"reorder_pending":0,"gap_age_ms":0,"sacks_sent":583,"sack_send_errors":0,"last_sack_sent_ms_ago":1581.313684,"wedge_ticks":0,"wedges":0,"longest_wedge_ms":0}}]
10	[{"rg":49169,"recovery":{"write_seq":3920,"retx_held":0,"retx_min_seq":0,"retx_max_seq":0,"retx_sent":538,"retx_skipped_missing":0,"retx_req_sack":344,"retx_req_hol":199,"retx_req_flush":0,"retx_send_errors":0,"send_window_waits":104,"send_window_timeouts":11,"tlp_probes":18,"sacks_recv":465,"last_sack_recv_ms_ago":1345.169089,"last_sack_recv_contig":3919,"reorder_next_seq":4016,"reorder_pending":0,"gap_age_ms":0,"sacks_sent":593,"sack_send_errors":0,"last_sack_sent_ms_ago":1344.930523,"wedge_ticks":0,"wedges":0,"longest_wedge_ms":0}}]
11	[{"rg":49169,"recovery":{"write_seq":4000,"retx_held":0,"retx_min_seq":0,"retx_max_seq":0,"retx_sent":539,"retx_skipped_missing":0,"retx_req_sack":344,"retx_req_hol":199,"retx_req_flush":0,"retx_send_errors":0,"send_window_waits":106,"send_window_timeouts":11,"tlp_probes":19,"sacks_recv":486,"last_sack_recv_ms_ago":1043.125257,"last_sack_recv_contig":3999,"reorder_next_seq":7368,"reorder_pending":0,"gap_age_ms":0,"sacks_sent":873,"sack_send_errors":0,"last_sack_sent_ms_ago":953.531654,"wedge_ticks":0,"wedges":0,"longest_wedge_ms":0}}]
12	[{"rg":49169,"recovery":{"write_seq":4080,"retx_held":0,"retx_min_seq":0,"retx_max_seq":0,"retx_sent":539,"retx_skipped_missing":0,"retx_req_sack":344,"retx_req_hol":199,"retx_req_flush":0,"retx_send_errors":0,"send_window_waits":106,"send_window_timeouts":11,"tlp_probes":19,"sacks_recv":504,"last_sack_recv_ms_ago":896.309006,"last_sack_recv_contig":4079,"reorder_next_seq":10576,"reorder_pending":0,"gap_age_ms":0,"sacks_sent":1094,"sack_send_errors":0,"last_sack_sent_ms_ago":925.071952,"wedge_ticks":0,"wedges":0,"longest_wedge_ms":0}}]
13	[{"rg":49169,"recovery":{"write_seq":4152,"retx_held":5,"retx_min_seq":4145,"retx_max_seq":4151,"retx_sent":545,"retx_skipped_missing":0,"retx_req_sack":346,"retx_req_hol":201,"retx_req_flush":0,"retx_send_errors":0,"send_window_waits":106,"send_window_timeouts":11,"tlp_probes":23,"sacks_recv":517,"last_sack_recv_ms_ago":885.417576,"last_sack_recv_contig":4144,"reorder_next_seq":13752,"reorder_pending":0,"gap_age_ms":0,"sacks_sent":1276,"sack_send_errors":0,"last_sack_sent_ms_ago":885.621648,"wedge_ticks":0,"wedges":0,"longest_wedge_ms":0}}]
14	[{"rg":49169,"recovery":{"write_seq":4232,"retx_held":0,"retx_min_seq":0,"retx_max_seq":0,"retx_sent":560,"retx_skipped_missing":0,"retx_req_sack":357,"retx_req_hol":204,"retx_req_flush":0,"retx_send_errors":0,"send_window_waits":106,"send_window_timeouts":11,"tlp_probes":27,"sacks_recv":536,"last_sack_recv_ms_ago":905.289274,"last_sack_recv_contig":4231,"reorder_next_seq":16968,"reorder_pending":0,"gap_age_ms":0,"sacks_sent":1489,"sack_send_errors":0,"last_sack_sent_ms_ago":915.568269,"wedge_ticks":0,"wedges":0,"longest_wedge_ms":0}}]
