# ts	label	rss_anon_kb	cpu_s	load1	idle_cps	sys_mb	heap_alloc_mb	num_gc	goroutines
1789701124	warmup	373284	11.00	0.25	0.062	374.3	236.3	22	1946
1789701130	mux-compose-T2xL2-pre	338092	11.38	0.39	0.064	374.3	177.5	23	2009
1789701269	mux-compose-T2xL2-post	405136	25.57	0.27	0.056	406.3	273.2	62	3295
1789701305	mux-compose-T2xL2-settled	375876	27.84	0.21	0.052	406.3	282.9	64	3498
1789701329	mux-legs-2-pre	382744	29.34	0.14	0.056	406.5	252.1	65	3536
1789701454	mux-legs-2-post	401068	42.13	0.17	0.050	410.9	280.4	93	4068
1789701490	mux-legs-2-settled	398744	44.58	0.21	0.090	411.1	184.4	96	4131
