# set	rows	fwd_pass	fwd_fail	fwd_info	dominant_fwd_leg	dominant_kind	rev_pass	rev_fail	rev_info	max_rev_fanout	flips	flip_rows
mux-compose-T2xL2	4	0	0	4	fdab37dd	other	4	0	0	3	1	4
mux-legs-2	12	1	11	0	fdab37dd	other	0	3	9	2	2	3,4
